¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.09368
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.717897
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.72361
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.783125
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.845049
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.909473
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.10774
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.355839
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.13076
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.976453
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.87166
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.790203
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.781837
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.775388
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.803934
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.921074
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.22272
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.2077
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.19722
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.19126
(366.22, 7.03, 352.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9081
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.852015
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.711275
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.682917
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.656091
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.630769
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.649829
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.707766
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.768051
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.830773
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 7.045588
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.93358
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.22015
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.952904
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.848552
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.748243
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.712062
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.705589
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.701015
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.783258
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.901678
é(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 22.86873
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 22.85832
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 22.85238
(366.22, 7.03, 352.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884462
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.734181
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.626691
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.598667
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.572154
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.547124
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.578637
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.63507
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.693794
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.762646
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.985151
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.79704
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.59681
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.978483
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.827629
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.727705
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.645129
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.638633
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.634025
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.65093
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.766006
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.12268
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 22.53351
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 22.52758
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.796345
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.622191
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.545465
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.517758
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.491547
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.466801
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.509931
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.564929
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.622166
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.70771
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.926377
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.6663
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.47011
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 10.0708
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.808877
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.709294
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.613565
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.574433
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.569791
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.567019
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.635733
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.752228
(366.22, 7.03, 352.40) (330.38, 1.25, 346.82) (1.45, 2.50, 0.40) Cabin 22.78626
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 22.73427
í(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.684762
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.515691
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.467441
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.440043
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.414122
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.392097
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.443615
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.497248
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.553069
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.654256
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.869222
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.54108
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.34872
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.31435
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.843677
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.692987
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.597548
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.512911
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.508238
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.505424
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.510603
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.623963
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.770555
(366.22, 7.03, 352.40) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 23.06359
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.578657
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.421071
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.392482
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.365379
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.339737
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.32934
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.379601
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.431931
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.486402
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.602247
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.813643
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.42116
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.23244
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.20771
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.938889
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.67877
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.583585
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.492086
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.44929
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.446437
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.445424
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.500763
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.615673
(366.22, 7.03, 352.40) (330.07, 2.56, 345.68) (2.10, 0.13, 2.78) Cabin 23.40722
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.477699
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.348738
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.320449
ç(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.293633
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.26826
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.268745
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.317807
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.368893
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.422074
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.551643
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.759595
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.3063
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.12878
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.1052
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.08387
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.724999
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.571655
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.480365
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.392877
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.389985
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.388925
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.389696
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.494359
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.610929
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.381593
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.27922
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.25122
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.224677
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.199564
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.210231
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.258147
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.308048
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.360001
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.502407
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.707037
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 11.26687
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.13472
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.24325
(366.22, 7.03, 352.40) (340.01, 0.81, 349.68) (1.86, 1.16, 6.62) Tools 12.22049
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.823111
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.56175
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.47063
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.383043
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.336003
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.334898
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.335612
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.377804
(366.22, 7.03, 352.40) (341.83, 1.67, 353.20) (1.67, 3.94, 6.44) Tools 9.491453
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.290062
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.212398
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.184678
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.1584
(366.22, 7.03, 352.40) (344.16, 0.49, 352.24) (2.49, 1.16, 6.63) Tools 6.133535
