¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.561996
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.235724
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.366727
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505532
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.652847
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809426
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976154
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153952
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460085
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868134
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142432
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264494
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392257
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526077
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666358
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813526
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968075
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13043
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301191
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.480971
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670447
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870335
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82559
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10213
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.1018
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10401
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.10879
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.928313
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.088847
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.211355
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341001
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478358
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.62409
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.778985
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943785
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119516
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361666
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75665
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078896
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198597
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323866
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455058
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592508
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.736694
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888006
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046986
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214144
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390029
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.575327
¾(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770784
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977096
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.02811
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.02777
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.02997
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.03472
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.90925
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.06629
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.187619
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.315967
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451917
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596094
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749305
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912287
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086022
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.271518
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648818
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017485
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134928
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257788
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38645
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521214
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.662535
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.810846
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966572
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130226
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302423
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483783
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674934
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876677
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01645
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95709
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.95928
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.96399
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.895319
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.0443
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.164477
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.29153
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426129
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.568841
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.720399
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.881631
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.053429
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236815
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.544466
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958079
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073376
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193978
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320223
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452429
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.591039
¾(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7364
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889041
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.049406
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218073
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.395625
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582726
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.780118
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88552
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.88967
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89184
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.89652
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.88166
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.022882
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141914
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.267765
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401009
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542276
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692302
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851799
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.021705
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203063
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443414
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.849339
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01393
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132339
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256269
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386022
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521997
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664602
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814286
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971491
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.136767
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310744
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493995
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687212
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948608
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.82544
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.82759
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.83224
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.873639
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00071
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.119947
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244595
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.376559
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.516432
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.664911
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.822773
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.990862
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170202
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361896
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738575
¿(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956478
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072813
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194511
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.321921
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455387
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.59535
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742202
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896405
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058505
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229009
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.408541
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597855
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797585
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76432
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76646
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.77108
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.867123
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.98138
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.089451
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.222053
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.352767
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.491276
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638276
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.794536
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960872
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138325
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327876
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631483
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900975
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015306
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134892
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.260023
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391147
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528572
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672727
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824081
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983076
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150301
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326343
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.511867
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707582
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.70624
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.70837
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.71297
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.86083
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.968611
(423.33, 14.72, 248.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.048556
