¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.102438
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76496
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253052
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739671
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.534535
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.442619
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.394132
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.348267
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.304686
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.263328
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.224152
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.187125
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.152185
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.119304
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.08846
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.059584
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.047479
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.077925
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.166191
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85492
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281159
 (399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.770962
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.529311
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.438788
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.391349
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.346562
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.304016
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.263718
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.225562
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.189553
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.155609
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.123711
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.093815
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.065918
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.053874
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.084853
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.175585
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308952
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801929
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.591095
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.48207
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.434278
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.390487
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.34893
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.309593
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.272445
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.237385
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.204435
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.17354
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.144661
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.11774
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.105103
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.141829
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.261007
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336382
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.832554
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38177
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.6028
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.545267
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.503281
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.463581
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.426152
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.390971
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.357971
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.327177
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.298436
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.271815
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.247313
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.234221
(399.01, 12.59, 328.90) (376.25, 4.16, 320.24) (0.81, 2.16, 0.81) Human 9.304222
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.363537
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862779
»(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41894
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02935
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63959
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29825
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03856
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84154
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67618
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62117
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66104
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87358
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94871
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78203
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69627
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.67115
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390284
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892633
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45391
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07004
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66196
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32329
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06687
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.862
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69925
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64746
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64751
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85623
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84163
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66509
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56799
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.71593
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416718
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922072
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48696
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08987
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68406
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34809
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09484
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88241
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72232
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67365
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65657
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83879
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73737
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55125
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44322
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.68815
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442713
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.951117
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51955
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10949
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70592
³(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3726
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12255
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8986
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74528
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69051
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66579
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82125
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63581
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44048
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.35685
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.58333
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.468352
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979699
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55167
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12887
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72755
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39685
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14529
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91329
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76821
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69881
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67517
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80367
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55181
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44987
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47489
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47893
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.493564
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0079
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58333
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14485
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7489
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42082
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15817
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92776
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79106
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70724
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6847
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77512
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6279
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53372
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5958
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3696
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518344
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03559
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60683
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1597
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76993
(399.01, 12.59, 328.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44447
