¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š (379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.584115
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.534247
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.852634
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.845331
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.839761
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.835919
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.833802
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.83341
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.834739
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.83779
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937798
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.162601
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.406397
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665559
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933702
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204334
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498458
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.607283
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.57469
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.543837
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.514694
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.48723
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.461415
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.437222
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.414628
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.393605
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.374136
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.356198
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.339778
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.562925
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.765168
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.757933
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.752414
ù(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.748605
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.746505
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.74611
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.747421
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.750438
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940905
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.165941
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.409052
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.66794
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950069
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.222285
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517989
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84052
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.731484
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.699866
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.669993
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.641836
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.615363
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.590549
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.567365
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.545791
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.5258
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.507375
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.490499
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.59205
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.68109
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.673918
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.668447
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.664672
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.662587
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.662192
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.663486
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.666471
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94403
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16936
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411298
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670411
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952755
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.240552
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537853
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.86221
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.896503
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.864071
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.833426
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.804533
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.777365
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.751889
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.728083
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.705919
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.685376
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.666432
ÿ(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.649071
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.633273
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.600268
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.593159
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.587736
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.583991
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.581923
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.581526
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.582804
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.585756
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.947229
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172817
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413689
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672976
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955565
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25917
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558111
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884343
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.07035
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.037055
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.005588
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.975914
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.948004
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.921829
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.897358
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.874571
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.853439
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.833944
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.816068
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 7.799788
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.522585
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.515535
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.510156
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.506441
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.504386
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.503991
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.505253
(379.07, 14.41, 270.49) (378.09, 8.79, 250.51) (1.36, 1.29, 1.33) Tools 8.508175
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.950464
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176325
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416163
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675683
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958469
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267795
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578741
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906906
(379.07, 14.41, 270.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266405
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.219479
(379.07, 14.41, 270.49) (379.48, 7.54, 250.80) (1.36, 1.29, 1.33) Tools 8.187139
