¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
© (369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.580713
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.571248
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.543545
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.761382
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.000859
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.262381
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.549073
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.864675
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.213711
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.601707
© (369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.035464
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.523485
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.023755
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.562899
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17249
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72113
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57634
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56906
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73506
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12373
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80518
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16957
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06708
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.89581
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.035333
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.197195
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.370892
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.557721
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.759179
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.749661
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.987001
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.247235
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.532452
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.846356
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.193424
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.579117
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.010161
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.494949
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.99789
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.534006
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.13982
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68976
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54021
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52698
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68537
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06418
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73256
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2742
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04143
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8154
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.0246
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.185705
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.358563
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.544461
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.74488
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.738708
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.973414
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.232388
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.516163
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.828407
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.173551
« (369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.556996
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.985393
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.467028
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.972807
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.506014
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10818
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79522
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50545
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4865
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63762
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.007
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66287
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30244
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01941
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.8094
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.014081
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.174444
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.346483
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.53147
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.730874
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.946394
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.961388
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.217839
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.500207
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.810829
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.154094
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.535344
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.961156
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.439716
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.948503
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.478913
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.07756
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.76024
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47207
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44762
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59178
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95218
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5961
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31395
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00101
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.46331
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.59299
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.52518
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.00377
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.16341
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.334649
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.518745
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.717157
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.931567
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.163936
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.203588
µ (369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.484579
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.793617
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.135049
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.514156
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.937446
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.413012
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.924966
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.452695
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.04794
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.72642
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44006
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41032
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54786
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89968
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53217
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30839
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98622
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.39712
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.99367
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.152604
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.323059
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.506287
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.703731
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.917057
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.148207
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.191326
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.469279
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.776773
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.116414
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.493434
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.914264
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.386907
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.902192
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.427355
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.01931
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.69488
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40935
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37464
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50582
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84939
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.471
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27286
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.975
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72104
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.983783
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.142025
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.311716
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.494095
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.690593
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.902861
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.132822
¾ (369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.382719
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.45453
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.760292
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.098186
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.473168
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.891601
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.3614
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.879734
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.402878
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.991673
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.66445
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.44354
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34052
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46562
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8014
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41264
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2406
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96735
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68608
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.974105
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.131672
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.300615
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.482167
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.677742
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.888978
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.117779
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.366368
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.441887
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.744175
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.080365
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.453362
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.869458
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.336484
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.856834
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.379262
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.965009
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.63512
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.40973
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3079
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42725
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75557
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35701
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21156
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95646
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.47074
(369.70, 8.99, 336.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.964636
