¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Œ(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19926
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.103764
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402323
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75133
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.110692
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.494404
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.94956
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.47554
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.966834
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56511
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15797
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83928
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59172
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33497
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11153
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06989
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78719
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77437
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88733
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558168
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821325
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092197
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.388265
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735851
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.098364
‹(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.480831
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.932172
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.455982
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.960366
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55239
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15287
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84505
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59158
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35593
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08149
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73099
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41706
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16923
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50536
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.546525
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810557
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080731
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.374475
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720406
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086183
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.467421
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.914822
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.436471
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.954243
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53986
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14813
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84422
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59193
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37806
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.10079
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55592
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06489
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.78387
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62879
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23108
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.534916
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.797932
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.069371
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362097
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.705
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.074153
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454181
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.897517
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41702
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.948469
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52754
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14375
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83926
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59276
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.40137
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58231
¤(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31353
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89716
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42054
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17208
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49471
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52334
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785344
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058114
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349834
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.689635
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.062271
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.441104
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.880259
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397621
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.943039
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51542
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13972
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8347
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59408
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.42587
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34192
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04814
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74576
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25881
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80985
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58372
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45357
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511799
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772799
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.046963
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.337687
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674311
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.050541
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.428196
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.86305
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.378283
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.937954
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50349
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13852
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83054
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59588
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45157
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19736
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.7933
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54852
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10265
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64273
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.22381
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34577
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5003
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760295
¥(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035918
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.325659
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.659036
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.034492
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415459
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845895
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359012
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.933217
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49177
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13881
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82678
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.59816
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87753
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23538
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61505
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27787
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95177
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48144
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05092
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6647
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.64471
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488839
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.747839
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024981
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31375
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.643811
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.017668
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.402891
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.828795
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.339805
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.915655
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48026
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13957
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82343
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60093
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91568
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27558
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65755
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06355
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79943
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32573
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88411
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.39107
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88457
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477421
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735432
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014156
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301965
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628636
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.000907
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.390496
®(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.811753
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320669
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.894022
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46895
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13335
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.82047
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.60418
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95599
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31809
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70243
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11103
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54605
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17541
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.6541
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10254
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57937
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87144
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466048
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.723074
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.002801
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.290301
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613517
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.984208
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.378273
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.794775
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.30161
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872476
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45784
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.12076
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81792
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.25284
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99841
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36288
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74977
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16106
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59914
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97749
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39228
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82632
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28749
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77818
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454722
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.710769
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.989388
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278759
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.598453
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.967577
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366224
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.777861
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.282626
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.851022
·(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44694
(424.05, 9.48, 363.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1084
