¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ÿ(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207098
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.66331
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.650609
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.639436
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.629784
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.621639
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.614994
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.609843
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.606182
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.604004
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.603311
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.903039
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.3185
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.30032
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.28498
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.3522
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.44637
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.84304
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 16.21705
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.889799
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.110897
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350552
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609882
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890656
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200678
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.541454
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.797627
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.781766
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.767481
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.754757
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.743582
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.733944
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.725835
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.719245
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.714171
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.710605
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.708545
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.707987
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.764784
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.38802
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.36973
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.35428
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.34166
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.33185
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.32485
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.64855
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888265
‚ (420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10926
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.348758
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.606334
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884583
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194015
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534134
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.906293
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.89037
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.876043
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.863299
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.852124
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.842507
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.83444
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.827914
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.822922
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.81946
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.817525
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.817114
(420.49, 14.85, 249.20) (399.60, 7.53, 238.59) (1.24, 1.54, 1.87) Tools 7.818227
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.46106
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.44265
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.42709
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.41438
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.40449
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.39742
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.26957
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.886793
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.107655
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.347034
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.602896
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879727
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.187508
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.526941
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901656
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.02842
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.995142
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.963683
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.934013
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.906097
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.879909
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.855419
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.839911
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.835887
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.833393
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.832427
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.127995
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.53769
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.51915
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.50349
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.57031
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.48071
ı(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.47357
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.885412
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106146
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.345387
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599575
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876121
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181089
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519861
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893833
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.018936
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.003952
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.990578
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.978801
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.96861
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.959995
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.952947
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.94746
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.943528
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.941147
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.940315
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 7.991367
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.61802
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.59935
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.58356
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.65073
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.64061
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.55338
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884066
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.104686
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342637
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.596326
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872586
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174786
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.51293
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886161
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.130945
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.115911
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.102508
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.090723
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.080547
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.071968
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.064977
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.059568
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.055737
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.053477
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.05279
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.05367
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.70212
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.68331
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.6674
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.73492
€ (420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.72471
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882776
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103324
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339746
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593221
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869188
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170732
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506109
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878584
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.247724
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.232642
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.219212
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.207426
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.197268
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.188731
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.181806
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.176482
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.172759
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.170632
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.170097
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.171157
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.79011
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.77114
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.75511
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.82299
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.81269
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88156
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101995
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336991
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590211
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865911
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.167139
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499394
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871186
(420.49, 14.85, 249.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283451
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.354392
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.340943
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.329158
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.319025
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.310538
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.303683
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.298456
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.294852
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.292866
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.292499
(420.49, 14.85, 249.20) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 8.293747
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.88208
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.86296
(420.49, 14.85, 249.20) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.84678
