¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.38284
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.598683
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807323
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033349
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278935
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.546678
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838622
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153605
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.50065
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895846
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.336765
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831647
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390922
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03574
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79297
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68295
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73556
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75505
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93573
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.73361
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 15.00044
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 15.20769
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 15.292
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 15.25916
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 15.08637
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.68055
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.66564
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.403567
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.596558
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.805025
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.030849
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.276196
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543709
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836417
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152548
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.501657
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896999
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.338029
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833052
Õ(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392503
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03691
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80004
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69121
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74542
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81257
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04096
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.86763
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.84906
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.89343
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.96387
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.92407
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.80402
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.8
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.00961
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.401699
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.594544
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.802845
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028456
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273616
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.540858
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833338
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.151671
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.502848
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.898305
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3395
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834715
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394421
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04326
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80743
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69989
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75575
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87151
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14856
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72313
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4717
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29941
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.95965
(392.46, 14.12, 249.78) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 14.94973
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.18825
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.15427
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.29284
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.3534
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399893
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592599
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.800747
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.026207
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27116
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538197
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830396
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.150998
Ò(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504235
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899833
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.341209
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836664
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396606
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04994
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81513
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70896
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76656
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93196
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25856
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94539
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69097
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65762
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4705
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5185
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.24281
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.21109
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.35313
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.40926
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398208
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.590776
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.798781
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.024065
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268848
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535687
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827613
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148333
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.505808
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90157
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.343187
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838865
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399096
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05686
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82318
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71843
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7778
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99389
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37107
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16604
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.9196
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03221
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97065
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.06048
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.30205
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.27255
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.41816
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.46975
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.396622
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589066
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.79693
Í(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022072
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.26665
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.533294
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825028
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145769
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507545
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90354
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345345
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841301
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40188
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06408
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83157
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72827
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78952
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05736
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44013
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30877
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15413
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45573
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.56519
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 23.11205
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.36739
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.33871
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.48801
(392.46, 14.12, 249.78) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.53494
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395119
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.587468
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.795202
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020191
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264603
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.531049
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822561
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144914
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509021
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90568
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.347743
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.844018
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406378
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07158
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84029
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73851
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80174
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07074
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49141
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44714
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3948
(392.46, 14.12, 249.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82611
