¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¤(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853542
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15593
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59678
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8795
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17589
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48682
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19423
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.01017
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.209907
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.427333
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.66485
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.925315
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.212156
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52952
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882084
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.27598
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704049
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183638
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.692109
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.202022
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.793939
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46989
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29226
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55506
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.136
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6719
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00151
«(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35172
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72289
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11712
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54272
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82346
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11774
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42644
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83522
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.990111
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.188115
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.403575
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638855
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89676
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.180647
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494584
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843282
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232471
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.659449
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133343
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662938
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.164008
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74965
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41918
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91137
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50106
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0768
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69661
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00347
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32725
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69505
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0874
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49197
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77084
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.06313
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36974
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69159
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.970222
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.166511
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.380033
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613107
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.868486
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149467
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.460029
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804927
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.189498
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61522
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.083751
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.614847
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126678
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.706167
(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36942
»(338.36, 7.89, 336.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81831
