¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
õ(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57082
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150797
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.661462
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23459
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67732
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98035
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15751
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3334
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57814
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85612
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15022
ñ(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49816
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89374
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31787
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72798
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53416
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37016
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.1467
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795892
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104579
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447697
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.80462
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.19655
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152434
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663307
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23666
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77387
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05287
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22345
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45811
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72836
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01411
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32091
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70308
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11243
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55168
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31424
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20618
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96321
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.91898
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.90584
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.89758
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.89416
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.8956
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.792189
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100514
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4444
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798614
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189896
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.624288
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.664976
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23853
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87323
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11893
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34336
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60631
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88412
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17801
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52128
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91663
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3405
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10318
ÿ(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04932
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78804
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39317
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.63694
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.62391
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.61569
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.61228
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.61366
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.788339
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.096285
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438855
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.792502
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183126
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.616748
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.666487
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24028
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88871
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23358
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4896
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75992
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04565
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34807
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72989
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13922
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55104
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82505
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62039
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21449
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.38362
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.36592
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.35299
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.34482
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.3414
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.34272
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784343
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.091896
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.433215
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786286
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176244
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.609085
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.096039
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24181
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89046
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3779
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64108
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91912
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21319
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5515
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94719
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35611
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6009
ì(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45956
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04435
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.14527
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.12299
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.10544
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.09261
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.08448
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.08106
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 24.08233
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780203
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089071
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.427483
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779968
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169246
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.601296
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088082
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24317
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89201
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52737
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79806
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08421
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38707
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7638
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17031
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54403
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30503
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88217
(345.58, 6.86, 385.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41825
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.89456
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.87246
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.85506
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.84233
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.83425
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.83082
(345.58, 6.86, 385.86) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 23.83204
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.748245
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982595
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.238132
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.517801
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.803321
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104078
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.403759
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731408
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091054
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.504352
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.006905
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.581348
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23459
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96948
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.824
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84446
ê(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.03714
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53595
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34372
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69911
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.71258
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.756312
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991376
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247726
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.528325
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.810436
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110715
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.410997
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.739331
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099762
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.520782
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02584
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.602843
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2571
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.99566
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85449
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88345
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.08372
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.59653
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.4122
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79556
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.84279
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76438
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000163
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257328
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538853
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.817663
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117583
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418486
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.74753
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108772
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537432
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.045004
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.624599
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27994
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.02222
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88544
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92304
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13104
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65798
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48186
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.88329
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.97536
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.772451
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.008951
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26693
(345.61, 6.84, 386.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54617
