¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„ (407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.503186
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452427
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.800911
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083622
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.947278
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.700502
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.567091
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.458323
† (407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.400757
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.356408
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.322653
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.324313
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.327404
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.347384
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.395571
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.445855
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.538369
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.651071
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.833445
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.173981
(407.25, 14.35, 245.63) (432.24, 8.60, 233.95) (2.32, 1.85, 2.92) Tools 15.45882
(407.25, 14.35, 245.63) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.74633
(407.25, 14.35, 245.63) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.64935
(407.25, 14.35, 245.63) (433.21, 9.89, 233.71) (2.32, 1.85, 2.92) Tools 16.72098
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575843
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841842
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1317
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.44872
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791546
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061902
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.828346
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.588383
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.475381
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.368925
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.319734
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.276117
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.247118
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.24856
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.251417
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.273809
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.320896
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.370039
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.463023
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.573371
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.754303
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.091029
(407.25, 14.35, 245.63) (432.24, 8.60, 233.95) (2.32, 1.85, 2.92) Tools 15.94361
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.573012
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.838739
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12831
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445009
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774658
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042746
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.715151
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.496325
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.387549
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.286782
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.241924
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.199009
‡ (407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.174464
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.175699
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.178335
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.202971
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.249009
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.297069
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.390439
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.498539
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.678005
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.010781
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570131
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.835598
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124905
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.441277
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758171
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029578
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.607376
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.410011
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.303421
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.21136
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.167195
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.124949
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.104576
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.105618
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.108045
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.134764
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.179803
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.226832
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.32051
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.42647
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.604442
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.93314
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.567255
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.832475
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121483
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.437537
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742062
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.927234
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.504722
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.327346
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.222828
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.138925
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.095423
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.053816
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.03735
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.038208
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.040438
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.069093
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.11318
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.159226
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.253143
‹ (407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.357059
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.533516
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.858017
(407.25, 14.35, 245.63) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 13.36254
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564368
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829343
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118068
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.433776
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.726333
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.734639
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.406919
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.248168
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.145615
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.069361
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.026491
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.985492
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.972688
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.973371
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.975416
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.005864
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.049046
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.094155
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.188243
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.290213
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.465134
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.785326
(407.25, 14.35, 245.63) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.69087
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.561482
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.8262
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114621
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.430021
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710991
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.555415
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.313713
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.172326
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.071639
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.002555
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.965852
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.951383
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.938324
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.926662
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.916386
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.944993
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 6.987311
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.031529
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.125726
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.225836
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.399204
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.714984
(407.25, 14.35, 245.63) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.65998
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558572
ÿ(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823045
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111194
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.42624
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.696016
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.445746
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.224871
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.171224
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.152148
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.134561
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.118443
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.103781
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.090558
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.078762
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.06838
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.059403
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.051823
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.04563
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.065509
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.163844
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.335643
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.646917
(407.25, 14.35, 245.63) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 10.76424
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555661
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819888
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.10773
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419305
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681437
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.376261
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.353787
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.332876
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.341455
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.480764
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.571287
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.6297
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.673324
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.678609
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.678144
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.635919
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.579325
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.205755
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.200963
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.19758
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.274371
(407.25, 14.35, 245.63) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 7.581047
(407.25, 14.35, 245.63) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.66236
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55276
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816716
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104281
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406112
(407.25, 14.35, 245.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667207
