¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.955282
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.910098
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168469
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.45178
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763747
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.10881
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.491881
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503583
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97774
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.509853
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11113
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67985
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29366
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98484
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69425
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4956
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22704
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9251
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63671
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07563
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01939
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97607
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.440202
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.656121
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.891087
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.147666
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.428928
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738534
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080922
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.460894
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.467652
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947698
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.476044
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07281
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65927
Ô(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27059
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95876
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68498
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49213
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27369
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97654
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75539
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48755
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48224
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424251
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638795
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.872204
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127015
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.406249
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71352
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.053198
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43018
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430476
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.918013
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.442677
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.035
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63932
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24823
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93354
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66512
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46962
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31076
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01993
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80631
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82808
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26704
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.408402
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621586
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.853455
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106513
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.383742
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688708
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.025708
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399738
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393649
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8887
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.409727
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997674
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62004
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22662
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90918
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64626
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44827
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34882
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06194
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85288
Ç(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00376
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02458
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.392662
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.604497
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83484
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086165
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361413
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664094
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998454
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.36957
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.357179
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856921
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377184
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960842
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58132
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20576
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88568
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62846
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42808
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33884
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10608
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95916
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18543
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16424
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.377026
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.587527
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.816362
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.065973
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339261
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639688
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.971438
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.339587
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321073
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816202
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345025
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924484
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54323
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18561
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86293
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60395
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40908
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31712
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15237
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07517
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37339
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.30896
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.3615
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.570681
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798022
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.045938
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.317288
Ö(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615489
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.944663
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.848037
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285285
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775963
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313293
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.888611
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50578
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1662
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84106
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58017
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39119
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29673
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20089
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19385
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56782
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45899
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.346087
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.553958
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.779823
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.026063
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.2955
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.591501
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.918127
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816355
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249882
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.736086
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282001
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853201
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46903
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1419
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81998
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55737
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37446
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27759
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25162
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31521
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76908
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61446
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.98949
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.330784
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.537364
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761769
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.006349
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273895
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567724
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.891838
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785013
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214787
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696671
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.240469
Û(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818325
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43289
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1009
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79974
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53555
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35886
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25981
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29423
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43933
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92221
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77551
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315597
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.520897
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.743858
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.986801
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252476
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.544159
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.865795
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753908
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.180098
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657636
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196325
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783872
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39745
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06065
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7803
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51471
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33633
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24332
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2752
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5663
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07411
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94239
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9762
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.300527
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.50456
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.726094
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.967417
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231245
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520809
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.343636
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723167
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145767
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61905
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152643
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749944
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36268
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0212
(338.38, 7.55, 335.74) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76166
