¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472061
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474233
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759454
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072351
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417083
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798808
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.223606
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.699184
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.232358
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.81875
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48913
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25314
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13538
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.1705
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33343
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91845
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7581
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01298
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69195
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75561
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.974263
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.211556
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476442
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.761844
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074978
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419989
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.802031
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227208
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.703225
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.237171
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824208
Š(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49467
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25899
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1422
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.17855
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34375
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93097
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77081
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.16511
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.13359
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.1059
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.08199
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.06186
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.04549
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.03284
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.757599
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.976418
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.213786
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478686
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764289
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.077667
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42296
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.805328
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.230892
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.707362
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.242146
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.829853
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50043
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2651
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.14932
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.45127
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.42779
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.407
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.38889
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.37342
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.78011
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.14202
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.11808
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.09793
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.08153
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.06888
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.05995
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.05475
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.759639
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978627
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216186
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480964
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76679
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.080416
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425999
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.808701
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.234661
¥(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.711592
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.247285
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.835683
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50642
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27148
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15675
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.8822
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.85965
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.83968
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.82227
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.80739
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.89485
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.12531
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.1014
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.08128
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.0649
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.05227
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.04336
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.03817
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.761728
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980889
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218642
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483276
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.769348
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.083227
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.429109
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.812149
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238516
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.715918
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.252586
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.841697
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51264
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27812
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.77591
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.741
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.70874
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.67911
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.65209
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 12.62763
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 13.96081
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.11236
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.08848
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.06837
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.05201
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.03939
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.0305
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.02532
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.763865
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983203
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.221156
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485622
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77196
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.0861
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432282
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.815674
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.242454
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.720337
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.25805
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.847897
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.51909
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28501
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96006
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06931
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.14501
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.11199
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.08186
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.05459
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.03016
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.10315
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.07929
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.0592
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.04285
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.03024
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.02136
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.01619
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.76605
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.985569
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223727
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.488
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.774628
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.089031
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435522
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.819273
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.246475
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.724851
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.263674
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.854279
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52576
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02269
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96893
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07985
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.21861
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.18537
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.15503
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.12758
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.10297
(438.11, 14.96, 251.07) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.59045
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.07383
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.05375
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.03741
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.02481
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.01593
”(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.01077
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.768283
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.987988
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226353
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490412
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.777347
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092021
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43883
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.822942
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.250578
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729455
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.269284
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860843
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53265
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03061
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97817
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09073
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.29581
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.26233
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.23178
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.20412
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.17933
(438.11, 14.96, 251.07) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 14.85288
(438.11, 14.96, 251.07) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 15.7446
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.05202
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.03569
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.02309
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.01421
(438.11, 14.96, 251.07) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 19.00905
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.770564
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.990458
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229036
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.492855
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780122
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.095074
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.442202
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.826687
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.25476
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734154
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.274603
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.867592
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22114
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0388
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98772
(438.11, 14.96, 251.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10201
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.37668
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.34296
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.31218
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.28431
(438.11, 14.96, 251.07) (443.96, 7.36, 279.62) (2.09, 1.13, 1.93) Tools 14.25932
(438.11, 14.96, 251.07) (444.68, 7.47, 280.61) (2.03, 1.40, 1.93) Tools 15.12791
œ(438.11, 14.96, 251.07) (444.99, 7.47, 282.25) (1.89, 1.40, 1.45) Tools 16.2245
