¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.328038
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697194
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906742
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133534
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379694
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.640359
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920881
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22455
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544655
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89607
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283484
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712666
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19067
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.622195
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22794
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93879
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75823
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.34852
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.31406
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.28217
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.25283
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.22601
£(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.20168
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.17982
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.1604
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.1434
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.12882
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.317533
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497509
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691221
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.900273
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126513
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372056
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628553
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908031
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.213555
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534205
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884587
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.270811
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698602
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168443
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574751
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11037
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80412
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60254
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.04842
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 12.01523
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.98456
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.95637
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.93064
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.90733
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.88642
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.86789
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.85174
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.83793
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.312496
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.49208
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685392
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.89401
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119746
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361444
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617054
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895479
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199852
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524158
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873558
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.258649
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685112
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126304
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.528698
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.996111
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67354
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4518
¬(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.76482
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.73283
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.70328
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.67616
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.65143
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.62906
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.60904
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.59134
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.57596
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.56286
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.307604
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486853
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679763
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.887911
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113125
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35112
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605892
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.883304
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1865
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.514526
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862972
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246969
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672192
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.085381
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484011
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.921267
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54681
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30584
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.49648
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.46559
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.4371
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.41097
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.38717
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.36568
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.34648
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.32955
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.31487
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.30243
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.302896
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.481767
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.674273
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.88201
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.10675
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.341094
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594979
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871412
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173476
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504899
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852849
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235826
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659811
­(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045651
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440664
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873715
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42386
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1644
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.24226
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.21241
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.1849
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.15969
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.13676
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.11608
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.09764
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.08142
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.06741
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.05558
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.298309
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.476856
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668998
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.876287
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098167
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331304
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584352
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.859861
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160852
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491033
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843201
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225175
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648025
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007153
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398607
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.827627
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30448
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0274
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.00117
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.97228
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.94568
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.92133
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.89921
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.8793
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.86157
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84601
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.8326
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82133
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.293881
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472082
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663857
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870738
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.089391
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.321844
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574066
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.848625
²(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148602
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477522
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.833982
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.215028
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.614244
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969798
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357859
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.78302
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25073
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.80248
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.77225
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74427
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.71852
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.69498
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.67361
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.6544
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.63733
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.62239
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.60955
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.5988
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.28957
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.467459
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658885
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865401
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080894
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312609
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564013
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837737
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136659
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464443
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825229
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205359
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580938
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933569
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318375
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739779
(329.86, 7.40, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20317
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.58406
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.55472
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.52759
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.50264
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.47985
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.45919
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.44064
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.42419
(329.86, 7.40, 362.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.40981
