¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19146
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82191
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75989
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25196
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.76206
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96708
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.56055
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.31043
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.22334
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.25536
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.42111
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.492539
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763029
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058523
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382549
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.73928
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133905
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.572739
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076015
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652961
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31037
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06622
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96207
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02292
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.235
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69926
ë(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67196
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26856
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.31638
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4195
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.64407
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.31311
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.20486
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.21652
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.35715
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.79388
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47604
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.745098
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038914
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360965
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715455
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107489
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543263
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040176
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.612317
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26388
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01249
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8855
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93981
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13555
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48481
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16926
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.53989
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.51292
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.4885
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.46659
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.44719
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.43027
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.41581
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.42592
(431.84, 14.17, 333.07) (427.85, 8.02, 293.40) (3.24, 2.43, 2.91) Tools 23.61036
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459641
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727213
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0193
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33943
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691723
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081208
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.513945
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004494
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571802
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21757
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95905
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81906
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85746
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0371
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26253
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62177
 (431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.4576
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.45334
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.45151
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.44111
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.42179
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.40494
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.13962
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.12792
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.11859
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.11164
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443264
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.709357
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999763
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317981
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668092
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055002
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484769
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968946
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.531507
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17152
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90594
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75713
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76799
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93119
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10487
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3657
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.3786
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.35264
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.83627
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.36243
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.34326
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.32656
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.31229
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.30046
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.29104
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.28403
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.44239
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42691
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691539
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98033
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296625
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64453
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028875
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455682
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.93357
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491408
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1257
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8531
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69557
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68252
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77842
¥ (431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95894
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11777
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.30309
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.27903
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.91801
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.28712
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.26811
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.25154
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.2374
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.22567
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.21634
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.20941
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.24212
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.410652
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.673841
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960937
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275332
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621052
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002937
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.426788
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89988
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.451496
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08011
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80062
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63442
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61046
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62911
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78268
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94687
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.2317
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.20812
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.84226
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.2151
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.19623
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.1798
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.16577
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.15415
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.14491
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.13805
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.13688
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394416
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.656162
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941617
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254174
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597729
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.977085
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398039
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867692
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411764
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0348
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74842
¤ (431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57376
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5133
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47623
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61071
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79814
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.16433
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.13944
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.76987
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.14628
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.12755
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.11124
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.09732
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.08579
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.07664
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.06985
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.06872
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37825
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638532
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922416
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.233055
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.574501
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951365
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36944
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835678
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37222
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989724
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6966
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51351
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37457
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27858
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44289
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65292
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.33218
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.07019
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.04683
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.02591
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.06198
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.04579
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.03198
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.02054
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.01147
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.00474
(431.84, 14.17, 333.07) (426.17, 13.57, 302.58) (8.74, 12.19, 17.94) Truck 12.00365
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362164
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621017
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90325
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212066
(431.84, 14.17, 333.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551357
