°# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.51305
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35961
Õ(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94121
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43286
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97322
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6079
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34611
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0651
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05041
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4636
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.673157
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974197
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305174
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.670698
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076386
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.529139
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.692637
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34394
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91359
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40259
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93995
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53294
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11116
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80381
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57667
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44542
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677576
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.979049
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.310522
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.676622
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081738
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.530832
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.695712
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32017
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88663
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37306
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90747
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42113
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87292
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54849
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29656
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0736
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681857
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.983676
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.31242
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.675216
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077545
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526142
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.69835
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29632
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86033
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34428
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8758
«(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28969
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64151
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29178
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01546
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4357
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.681519
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980443
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.308861
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671276
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.073162
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.521237
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.023839
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27236
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83467
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31617
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8449
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16243
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47187
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04552
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74132
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32912
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.678445
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.977072
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.305147
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667164
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068591
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516122
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.01808
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24839
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80965
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28879
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75319
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03923
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34202
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80916
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47875
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05269
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09427
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.675242
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97356
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.301278
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.662885
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.063829
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.510798
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.012087
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22431
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78525
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26213
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63981
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91999
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21636
≈(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58215
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22704
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78855
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19819
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.671914
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96991
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297257
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.658435
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.058882
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.505264
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.005858
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20018
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76152
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23616
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52997
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80448
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09477
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40218
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98561
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53597
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92999
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35392
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66846
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966121
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293086
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65382
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053749
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499524
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.999397
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17602
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73844
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16871
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42354
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69262
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97707
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27816
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7539
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29424
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67368
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07825
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664883
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.962197
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.288765
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64904
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048434
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.49358
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.992706
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15184
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71596
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07042
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32045
œ(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58433
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86318
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15818
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53135
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06276
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42849
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81807
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.23375
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661182
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.95814
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284298
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644095
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.042936
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.487432
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.985789
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12757
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69413
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97519
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22053
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47943
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7529
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0421
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34836
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84099
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19379
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56923
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96949
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.65736
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953948
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.279681
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.638991
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037258
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.481086
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.978648
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1033
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65413
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88282
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12375
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37783
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64615
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92977
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23006
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62834
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96899
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33119
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71696
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12858
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.653418
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949625
(342.04, 7.10, 370.57) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274921
