¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33778
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93336
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14599
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38099
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57968
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428486
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.752351
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086847
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449782
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.845241
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285004
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794903
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4543
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26323
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.26291
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.05492
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18736
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45069
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.70455
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438358
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768579
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104453
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.46599
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863094
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307089
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.819561
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47234
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28813
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28958
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18585
Œ(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22663
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.5513
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83392
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448059
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784906
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.119267
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482244
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881008
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329128
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844208
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48992
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31241
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31479
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32201
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28063
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.64905
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.0203
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457589
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.801163
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134098
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498515
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898925
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351192
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868863
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50713
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3298
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34312
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46363
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32474
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.7212
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.12026
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466998
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805567
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149011
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514842
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916872
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.373199
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89345
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52659
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34545
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37059
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.61052
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3665
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78552
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21574
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476196
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80919
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163916
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.531192
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.934882
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.395169
‘(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918041
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54566
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36044
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3968
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.76174
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40585
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84646
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3271
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480683
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812538
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178843
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.547566
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.952932
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417123
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942608
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56312
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37479
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42167
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86787
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44276
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90391
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.44491
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482195
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81565
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.193766
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563961
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971012
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439029
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967148
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57488
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38847
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44522
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90355
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47717
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.96511
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.55797
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48361
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818457
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208735
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580339
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989089
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460881
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.991608
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58672
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40147
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4674
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93707
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51726
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.03741
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.66855
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484922
š(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821029
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21693
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596784
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007217
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.482697
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01604
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60482
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41381
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48824
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96844
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55095
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10591
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.80399
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486079
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823289
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.219452
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613234
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.025349
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504471
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02765
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62249
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42548
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50765
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99756
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65318
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16005
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.93743
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487123
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825323
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.2217
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629705
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.526167
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03903
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63985
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43644
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52567
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02445
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82523
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20124
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.06526
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48808
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.827051
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223656
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646165
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063426
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547787
(405.18, 12.66, 328.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05041
