¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
É(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.69024
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211106
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717081
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28404
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92351
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65024
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.86187
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.83137
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.80332
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.7777
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.75447
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.73362
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.71512
Å(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.72338
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.71
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.69893
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.69015
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.68367
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.67946
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.67754
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.67789
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.8986
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623866
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961424
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33193
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740407
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.192847
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696723
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26116
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8976
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62064
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.87724
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.84671
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.81864
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.79299
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.76974
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.74887
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.73035
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.75137
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.73797
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.72688
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.7181
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.71162
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.70742
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.7055
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.70587
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.92304
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611481
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.947814
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316984
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.723893
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.174542
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676264
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23813
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87153
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59091
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.89496
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.8644
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.83629
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.81061
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.78733
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.76644
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.74791
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.78178
¹(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.76836
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.75726
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.74848
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.74199
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.73779
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.73589
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.73628
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.95221
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598983
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934158
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.30194
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707265
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.156036
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.655633
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21497
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84533
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.561
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.91504
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.88444
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.85629
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.83058
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.80727
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.78635
(334.16, 6.61, 320.55) (314.37, 0.43, 306.34) (1.42, 1.43, 1.38) Tools 11.7678
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.81465
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.80121
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.7901
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.7813
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.77481
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.77063
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.76873
(334.16, 6.61, 320.55) (314.37, 1.79, 306.34) (1.48, 1.43, 1.52) Tools 11.76914
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.98612
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 23.99499
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.586425
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920383
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286785
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690517
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.137485
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634871
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19163
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81895
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53094
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34583
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28742
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38752
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68962
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25449
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17028
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.56933
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.66027
º(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.09389
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.06989
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.05064
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.03609
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.02624
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.02109
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.02061
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.02482
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.03372
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.573791
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.906512
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.271572
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673691
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.118786
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614029
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16822
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79246
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50074
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31111
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24707
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34011
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63308
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18598
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.08556
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.46191
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5197
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.13739
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.11337
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.0941
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.07955
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.06971
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.06456
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.06411
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.06835
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.07728
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561025
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892586
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256198
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656753
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.099998
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593024
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14467
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76584
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4704
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27622
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2066
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29252
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5764
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11733
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00074
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3545
·(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.37934
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.18576
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.16172
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.14243
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.12787
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.11803
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.1129
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.11247
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.11674
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.12571
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548228
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.87855
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.240801
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.639716
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0811
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571945
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12101
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73907
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43994
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24121
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16595
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24485
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5196
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0486
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91589
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.24718
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.23932
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.23904
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.21497
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.19567
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.1811
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.17126
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.16614
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.16574
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.17004
(334.16, 6.61, 320.55) (303.33, 1.59, 307.99) (1.70, 3.00, 10.49) Fence 24.17906
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535355
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864467
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225283
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62262
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.062108
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550763
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09722
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71223
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40934
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20607
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12521
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19701
(334.16, 6.61, 320.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46273
