¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(366.02, 9.67, 330.30) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89984
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.259778
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673882
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12894
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6323
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17973
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78859
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47016
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.23812
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.1098
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.10752
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02915
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45892
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21004
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25058
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.72337
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.182973
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.499472
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.844321
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.219374
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.629602
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08009
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57808
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1233
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72564
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39952
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.15829
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.01889
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00307
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90222
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29303
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.01506
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03427
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45617
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.151861
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465743
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.80724
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.179375
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.585785
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03189
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52448
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06754
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66349
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32981
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07958
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92933
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90027
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7774
™(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14453
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82381
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82257
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.1952
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.121037
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.432338
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.770494
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.139784
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.542434
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.98423
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4715
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01197
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60214
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.26104
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00199
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.84111
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4987
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65466
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00078
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63633
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61536
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94035
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090499
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399256
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734284
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.100339
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.499547
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.937098
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41914
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95386
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54157
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19321
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92549
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.75421
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39443
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53403
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8596
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4524
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41253
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69139
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.060252
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.366498
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698699
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.061069
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.457131
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.890505
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36762
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89647
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.4818
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12629
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8501
Ÿ(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66862
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29181
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41541
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.72101
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27203
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21405
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44824
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.030295
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334065
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.663481
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022219
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41508
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.844443
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31683
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8398
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42166
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0603
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.77579
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.58434
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19086
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29887
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58496
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09536
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01974
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21068
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.000632
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.301965
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.628631
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98388
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.373053
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.798921
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26665
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78385
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35934
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99522
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70256
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50134
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09154
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18431
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.45135
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93766
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82954
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9786
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971266
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.270192
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.594151
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946338
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.3315
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.753931
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21708
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7286
©(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29784
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93105
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.6304
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41962
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99382
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07169
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32019
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.78299
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64336
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72669
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.4905
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.942196
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238749
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.560041
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.909215
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290422
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.708925
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16812
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67443
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23717
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86545
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.5593
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33916
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89769
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96105
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19145
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63134
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45422
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47783
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21993
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.913424
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20764
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.526304
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.872509
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2499
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.66441
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11978
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62097
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17732
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.79852
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48926
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25995
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80315
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85228
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06508
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48269
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25585
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23495
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.99186
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.884953
(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176865
§(366.02, 9.65, 330.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.49294
