¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ì(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53363
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.762033
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52053
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41464
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75206
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50733
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3768
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86917
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.077954
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.246814
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428384
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631094
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850872
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.082142
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333735
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.613641
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926629
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.271701
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655517
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.090586
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578341
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.120548
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.754124
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50786
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38529
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72793
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45587
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26015
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.62576
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.077726
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.246569
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428121
Å(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629445
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849787
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080966
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.332453
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.611344
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924101
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269405
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.65245
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08715
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.574276
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.114669
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.746657
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29465
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35641
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69137
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.40476
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14407
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43607
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.077642
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.246479
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428024
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.627932
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.84889
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079992
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.331395
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609514
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921803
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266864
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.649645
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.084009
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.570575
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.110476
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.739636
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27097
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32804
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64849
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35403
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02863
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.99994
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.077702
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.246542
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428092
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.626557
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848183
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079224
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330559
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607957
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.919735
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.264577
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.647107
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081165
á(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567236
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.106694
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43124
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2477
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30013
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60616
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30365
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91381
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.62548
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.077904
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.246759
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428326
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625317
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847663
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078662
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329946
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606625
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.917896
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262544
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64483
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078617
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564259
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103321
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42884
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2324
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27273
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56437
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25934
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79963
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32151
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078248
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24713
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.428723
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.624473
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846985
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078302
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329554
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605517
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916286
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.260764
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642817
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.076362
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561643
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.747401
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42687
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22219
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2458
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52314
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22164
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68617
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02439
Ù(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078737
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.247653
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.429286
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625081
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845936
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078147
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329386
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604635
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914907
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259239
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.641068
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.074403
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.55939
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.746066
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4254
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21233
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22686
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48244
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18441
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60394
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73398
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90484
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.079092
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24833
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.430016
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.625866
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.845035
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078198
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329442
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603979
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.913756
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.257967
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639584
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072741
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150773
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745161
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42431
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20756
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21555
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44271
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14767
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53795
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.58723
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.33201
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078962
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.24916
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.430908
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.626829
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844281
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078453
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329719
ç(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.603994
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912835
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.256947
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.63836
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.071372
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.150303
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744644
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4237
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20687
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2047
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41929
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.11138
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47255
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45787
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.78735
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.078939
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.250144
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.431967
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.62797
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843678
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.078913
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330218
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.604541
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.912143
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.256183
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637403
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638008
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152162
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744501
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42354
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20665
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19433
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40672
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07556
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40777
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10576
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31435
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.079021
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.251282
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.43319
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629289
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843219
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.079575
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330941
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605331
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911681
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.255671
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.637264
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634243
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147918
(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.744755
ı(387.66, 13.79, 255.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42385
