¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
â(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14864
(396.93, 13.75, 246.86) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.31906
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04553
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55932
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13361
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87771
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54743
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14106
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78834
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5562
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.69149
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200781
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365928
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543091
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733439
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938518
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160148
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400184
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.611772
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.387276
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.355337
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.324942
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.836121
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.819154
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.803239
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.788359
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.774498
è(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.076306
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.48762
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.972733
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.60898
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.837439
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16187
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90928
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6124
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21144
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8649
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.19325
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.16426
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.199028
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.364093
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542597
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73235
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936242
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157626
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397477
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.419011
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.238948
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.208
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.855968
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.837923
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.820948
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.805026
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.876991
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.513023
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.071084
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.561642
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.139958
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.831742
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.673833
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1923
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94327
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68061
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28537
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94538
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.69265
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.66509
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.197471
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362878
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542326
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.733046
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936305
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.155704
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.354178
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.130067
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.098548
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.877885
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.858738
÷(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.840682
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.823695
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.954038
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.272992
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.637018
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.056301
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.544348
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.119455
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.807051
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.643525
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22485
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97966
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75205
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3629
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.24862
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.21817
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 21.19194
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196115
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362814
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542221
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.734005
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.937304
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.15679
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.179517
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.996107
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.965495
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.881639
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.862473
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.844399
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.827395
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.944501
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.262166
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.62462
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.041967
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.527586
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.099594
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.434944
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.733812
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 8.059366
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.01855
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82693
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.83035
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.79708
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.76796
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.74295
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.195706
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.362898
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542348
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735172
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938545
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.125424
ÿ(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.015642
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.873318
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.849413
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.886363
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.867175
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.849079
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.832056
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.935254
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.251668
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.612606
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.946988
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.132463
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.33115
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 6.544465
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 7.161035
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39046
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08764
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90521
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.40018
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.36823
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.34033
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.31647
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.195972
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363193
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542627
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735651
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940075
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.983531
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.9566
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.931059
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.906885
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.892063
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.872849
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.854727
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.837679
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.926293
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.092935
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.225514
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.366255
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.515893
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.889878
(396.93, 13.75, 246.86) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.16174
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87463
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51527
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22599
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.02596
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99123
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96051
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.93375
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.91095
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196399
ÿ(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363634
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54312
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.736203
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941808
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.044218
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.016974
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.991139
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.966683
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.94358
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.971757
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.861349
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.844271
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.828251
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.813273
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 4.79932
(396.93, 13.75, 246.86) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 5.005669
(396.93, 13.75, 246.86) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.561408
(396.93, 13.75, 246.86) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.989544
(396.93, 13.75, 246.86) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.962538
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9918
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64463
(396.93, 13.75, 246.86) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 9.15206
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.63562
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.60212
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.57253
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.54685
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.52503
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.196978
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.364277
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543806
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73693
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.943801
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.107364
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.079797
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.053653
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.028904
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.005521
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 5.983482
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.073366
(396.93, 13.75, 246.86) (389.41, 7.25, 265.86) (0.46, 0.64, 3.99) Tools 6.092489
(396.93, 13.75, 246.86) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 7.177465
(396.93, 13.75, 246.86) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.803265
(396.93, 13.75, 246.86) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.772523
(396.93, 13.75, 246.86) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 8.743694
(396.93, 13.75, 246.86) (391.40, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 9.39303
(396.93, 13.75, 246.86) (392.05, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 9.799103
(396.93, 13.75, 246.86) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.157975
(396.93, 13.75, 246.86) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.113887
(396.93, 13.75, 246.86) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 8.071836
(396.93, 13.75, 246.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.30012
