¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.080998
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.427266
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.671211
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34923
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12267
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03343
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16217
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42089
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84293
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54119
°(412.04, 14.61, 245.82) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.05648
(412.04, 14.61, 245.82) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.05149
(412.04, 14.61, 245.82) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 18.0246
(412.04, 14.61, 245.82) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.42897
(412.04, 14.61, 245.82) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.40239
(412.04, 14.61, 245.82) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 21.90186
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.820238
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.819044
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.819763
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.822397
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.826949
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632896
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.876345
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143039
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.43184
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751957
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110914
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509728
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950113
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.448209
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.698641
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37734
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15525
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07668
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21407
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48716
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92638
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64374
(412.04, 14.61, 245.82) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 16.86367
(412.04, 14.61, 245.82) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 16.83357
(412.04, 14.61, 245.82) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 18.01234
(412.04, 14.61, 245.82) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.67722
(412.04, 14.61, 245.82) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.65017
(412.04, 14.61, 245.82) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.12765
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.809454
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.808258
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.808974
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.811604
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.816151
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640461
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88462
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.152125
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443316
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763702
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123995
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.526386
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.968565
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469122
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726037
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40549
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18789
­(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11998
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26606
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55387
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0108
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74763
(412.04, 14.61, 245.82) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.02087
(412.04, 14.61, 245.82) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 16.99043
(412.04, 14.61, 245.82) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 20.1548
(412.04, 14.61, 245.82) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.93584
(412.04, 14.61, 245.82) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 19.90831
(412.04, 14.61, 245.82) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 22.36255
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.8006
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.799405
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.800118
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.802744
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.807283
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64797
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892834
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161148
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454754
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.775376
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137002
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.540961
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.986977
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489998
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.751717
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43369
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22058
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16327
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31804
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62102
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09617
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84449
(412.04, 14.61, 245.82) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.18441
(412.04, 14.61, 245.82) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 17.15363
(412.04, 14.61, 245.82) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 21.13756
(412.04, 14.61, 245.82) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 20.20536
(412.04, 14.61, 245.82) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 20.17731
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.79367
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.792473
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.793185
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.795808
(412.04, 14.61, 245.82) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 9.800344
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.655562
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900985
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.170101
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.466152
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.787143
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.149929
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.55545
(412.04, 14.61, 245.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.005345
