¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Á(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.725741
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1632
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55665
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46634
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.32773
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.33515
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.33606
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.35105
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.36983
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.572737
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637437
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704792
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774302
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.841629
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911701
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.98471
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.060668
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139831
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222299
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.308261
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397917
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491405
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888646
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192366
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525624
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892887
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191948
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380603
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.579836
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12542
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5159
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03793
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.26496
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27231
Â(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.27318
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.28807
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.30675
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.53831
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.602069
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668371
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.737416
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.809325
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884252
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962261
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043095
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121738
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.203663
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28904
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378065
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.470942
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603315
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962511
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273856
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.615886
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99335
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277389
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471551
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08955
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47717
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29366
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.20632
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.21361
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.21444
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.22925
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.24783
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.505013
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567785
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633153
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701194
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.771996
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.845757
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.922621
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002683
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086162
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173223
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.264055
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358833
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451569
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.547845
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747558
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039107
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358483
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709794
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.097973
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367316
×(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56737
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44045
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.1388
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.14102
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.14561
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.15257
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.16191
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.17364
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472719
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534615
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.599041
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.666104
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735887
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.80859
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884301
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96319
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045431
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131189
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220634
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313962
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.41144
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51324
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.619624
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819742
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11865
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.446487
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807616
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.207164
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462115
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40564
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.1222
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.17152
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.17609
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.18305
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.19239
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.20413
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.44153
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.50254
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.566045
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.632151
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700963
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772631
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847264
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925013
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006076
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.090575
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178668
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270625
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366633
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466895
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571683
Ö(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.801152
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007885
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229023
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.538269
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909736
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321431
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.562071
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.09265
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.14183
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.14638
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.1533
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.1626
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.17429
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.411306
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.471507
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534163
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.59933
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.667227
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73788
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811461
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.888147
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.96802
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051352
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.138206
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228824
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323417
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42222
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52542
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787866
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00289
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223674
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.460367
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714619
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01656
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441133
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.0656
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.11465
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.11917
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.12605
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.13531
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.14696
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382112
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.441522
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503324
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.567655
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.634594
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.704315
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.776898
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.85254
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.931306
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.013463
Ü(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.099098
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.188457
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281729
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379071
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480794
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587134
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.998842
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.219398
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455777
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709742
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983165
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278432
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.041
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.08993
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.09443
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.10128
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.11051
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.12211
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.360726
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.4125
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473521
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.536982
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.603076
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.67185
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743506
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.818136
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.895873
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976905
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.061413
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149537
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241508
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337504
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437784
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.542602
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995787
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216138
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.452313
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706009
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979194
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.274122
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.01884
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.06767
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.07213
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.07896
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.08816
(420.55, 14.22, 321.10) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 12.09973
(420.55, 14.22, 321.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.341951
