¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10479
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09903
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08953
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.0824
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07763
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07522
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07516
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628974
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832278
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063999
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.307181
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53715
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785895
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.076944
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456556
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.925487
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451059
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814723
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43652
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14469
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95852
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90326
”(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22853
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20206
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17809
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.15657
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.13748
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12082
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10656
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09469
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.0852
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07807
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07331
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.0709
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07084
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629515
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83288
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.064652
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311131
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541412
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.790506
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.082934
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463232
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.929718
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455508
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81017
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43131
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13879
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95169
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89529
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22653
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20007
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.1761
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.15458
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.1355
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.11884
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10459
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09272
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08323
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07611
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07134
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.06893
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.06888
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630194
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83353
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06536
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315314
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545924
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795391
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088949
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.469934
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.933743
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459995
š(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.002439
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42637
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1331
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94515
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88768
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.22692
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20046
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17649
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.15497
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.13589
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.11923
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10498
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09311
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08362
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07649
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07173
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.06932
(341.73, 7.25, 379.79) (319.82, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.06926
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631009
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834232
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.06612
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31849
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550687
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800543
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094984
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.47666
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.93756
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.46452
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.007581
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42162
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12766
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93885
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88033
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.2297
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.20324
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.17926
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.15773
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.13865
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12199
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10773
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09585
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08636
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07923
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07447
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07206
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.072
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631965
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834983
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.066938
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.319379
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5557
œ(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.805967
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.101042
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.483414
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.941166
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.469084
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.012762
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41706
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12246
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93284
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87331
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97767
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.2084
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.18441
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.16288
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.14378
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12711
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.11284
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10096
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09146
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08433
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07956
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07715
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.07709
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633056
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835784
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067807
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.320327
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.560964
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.811665
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107119
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.490188
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.944559
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.473682
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.017988
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41269
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11747
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92711
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86661
(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96977
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.21596
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.19195
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.1704
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.1513
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.13461
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.12033
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.10844
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09894
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.09179
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08702
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08461
(341.73, 7.25, 379.79) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 12.08455
û(341.73, 7.25, 379.79) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634286
