¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
˜(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.54959
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.249388
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043121
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809019
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70225
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61096
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58925
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.26819
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.28735
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.30915
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04033
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8517
(380.84, 7.45, 344.62) (375.74, 0.69, 380.89) (1.64, 1.39, 4.05) Truck 23.042
(380.84, 7.45, 344.62) (375.74, 0.69, 380.89) (1.64, 1.39, 4.05) Truck 23.02372
(380.84, 7.45, 344.62) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.35075
(380.84, 7.45, 344.62) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.13307
(380.84, 7.45, 344.62) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.28977
(380.84, 7.45, 344.62) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.40294
(380.84, 7.45, 344.62) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.5206
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.377713
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.571495
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.747776
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.936739
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139767
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.358499
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594707
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850538
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.130387
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644317
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.239783
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.018633
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.794307
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68473
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62271
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6031
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.16896
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.15253
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 13.13871
›(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.93354
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92333
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91566
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91051
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.90788
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.90777
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.91017
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.9151
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.92254
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363884
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558497
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.756107
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945685
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149382
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.368853
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.605873
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862659
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141616
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.647499
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243527
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.993679
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.779437
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67156
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6348
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.09442
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.10621
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.12038
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.14128
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.35163
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.34173
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33424
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32916
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.3265
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32623
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.32837
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33291
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.33987
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.350214
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543769
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.752997
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954909
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.159324
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379524
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617468
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87516
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155217
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.650475
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.246981
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968236
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764516
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6709
—(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64722
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.98707
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.9698
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.95492
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.95414
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.9921
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.97444
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.95916
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.94625
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.93569
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.92747
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.92159
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.91803
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 11.9168
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.336679
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.529142
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.73719
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.962705
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16958
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.390582
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.62934
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.888073
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169261
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653162
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250135
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.94998
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75087
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66994
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65997
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.04283
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.02552
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.01059
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.00808
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1736
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.02761
(380.84, 7.45, 344.62) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.99489
(380.84, 7.45, 344.62) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.96574
(380.84, 7.45, 344.62) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.90532
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.323316
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.514736
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.721609
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.945771
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180129
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40195
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641644
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901398
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183755
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655672
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253011
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.953372
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.749838
ˆ(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66872
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67305
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66243
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83802
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25751
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.0052
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20929
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07477
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311592
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.500498
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706191
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.929073
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.171315
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.413679
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654296
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915132
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19866
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657866
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255591
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956412
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748553
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66719
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68646
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67825
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85694
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28055
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03387
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24593
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12323
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.301838
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.486418
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690973
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.912573
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.153355
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415882
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.667366
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.929266
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.214039
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659829
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.257887
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.933698
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.732222
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66536
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70019
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69445
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87634
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30418
(380.84, 7.45, 344.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06328
