¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347587
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.051847
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.354904
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725247
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.12908
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.105594
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.615765
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18862
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8502
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6178
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50485
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60918
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97044
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69188
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88828
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75273
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.478
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.047116
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358196
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728896
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.129277
‚(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114125
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.625307
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19938
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86699
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63708
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52725
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64772
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02303
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.746
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98677
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89636
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61139
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.04004
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361242
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732275
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1292
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.579996
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.634629
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20985
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88338
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65592
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5492
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6903
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07475
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7988
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.05483
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04193
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52528
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.033026
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.364044
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725981
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.128845
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.5796
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643665
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22274
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89936
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67434
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57594
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73208
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12561
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85011
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12105
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21699
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.43602
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03035
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.366598
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723955
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.128217
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.578896
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080895
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23639
‚(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91498
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69234
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61025
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77314
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17557
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89999
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.18542
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.39542
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4698
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032439
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368902
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723143
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127313
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.568136
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.075364
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24975
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93018
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70982
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64386
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81338
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22459
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96062
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.24789
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57667
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64285
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034302
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370958
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722082
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126132
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561745
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069479
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26273
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94496
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72688
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67675
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85278
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27262
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02042
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29688
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73281
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45908
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.035938
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372764
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.720776
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124678
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.55621
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.063245
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.646421
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95938
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74347
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70896
ê(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89136
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31963
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07901
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33873
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91932
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037346
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.372541
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719222
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122951
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.550364
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056659
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.647391
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30306
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75961
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74041
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92022
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36562
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13631
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37878
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12831
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038526
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.365653
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717423
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120949
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.544213
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04973
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.647948
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3037
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77521
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7705
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93993
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.41054
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19234
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41698
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25125
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.039477
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358748
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71538
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.118676
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.537757
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.042459
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.648089
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30386
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0681
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78619
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95866
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45437
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24704
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45333
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29911
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040201
Ë(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.35183
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71309
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.11033
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.530999
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034844
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.647816
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33031
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07863
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80102
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98086
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48855
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28171
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48781
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32661
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040694
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.347264
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710559
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099793
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.52394
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.026897
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.647132
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.339
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08866
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98623
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00475
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51798
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30728
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5204
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32796
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040958
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.344757
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.707785
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.089235
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.516585
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018616
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.646029
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34724
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09817
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00238
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02743
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54594
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3313
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55106
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32685
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.040994
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342031
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.70477
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.078656
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.508938
(373.94, 10.78, 322.78) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.025382
