¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(428.24, 15.02, 245.60) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 11.89032
(428.24, 15.02, 245.60) (454.15, 8.55, 256.05) (3.68, 2.61, 3.68) Tools 12.64243
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.647309
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.925016
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2284
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555085
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.90866
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282554
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.683644
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127435
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.652916
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24298
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89731
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3832
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.46976
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.44138
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.41537
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.39169
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.37031
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.35123
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.33442
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.31986
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.30753
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.29744
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.28956
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.2839
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.28043
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.27917
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.2801
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.28324
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642952
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.920276
î(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223218
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546426
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899141
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272787
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672876
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115487
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648961
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23876
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89253
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30387
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.26865
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.24044
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.21456
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.19096
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.16964
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.15057
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.13373
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.11911
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.10668
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.09645
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.0884
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.08251
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.07879
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.07723
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.07784
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.0806
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638556
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915492
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.217319
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.53779
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889654
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263136
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662212
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111312
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.645
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2346
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87024
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22678
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.14288
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.1148
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.08902
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.06552
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.04426
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.02523
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.0084
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.99377
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98131
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.97102
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.96288
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95689
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95304
í(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95133
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95175
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95431
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634119
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910632
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.209439
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529146
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.880139
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253566
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651649
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.107717
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23048
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80015
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15184
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.07906
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.05115
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.02553
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.00216
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98102
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.9621
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.94538
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.93084
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.91845
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90823
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.90014
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89419
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89036
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88866
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88909
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89163
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629664
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905781
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.201567
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520512
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870647
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244127
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641233
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104153
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636988
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22641
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73198
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07897
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.03874
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.01078
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.98511
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.96169
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.94049
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.9215
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.9047
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89007
ì(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.8776
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.86728
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85909
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85302
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84907
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84724
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84753
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84993
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625132
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.900848
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1937
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511919
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861171
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234785
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630935
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.100559
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632931
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22239
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66577
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00819
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.03135
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.00342
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.97776
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.95435
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.93317
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.91419
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.89741
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.88279
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.87033
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.86
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.85182
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84576
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84182
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.83999
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84028
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 10.84268
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620607
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895433
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185837
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503269
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851705
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.225535
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.622302
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.096931
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.628881
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21846
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60137
(428.24, 15.02, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9394
(428.24, 15.02, 245.60) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 11.05089
