¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
–(400.14, 6.98, 362.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.771376
(400.14, 6.98, 362.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.622412
(400.14, 6.98, 362.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.964023
(400.14, 6.98, 362.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.327439
(400.14, 6.98, 362.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732746
(400.14, 6.98, 362.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.180929
(400.14, 6.98, 362.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501081
(400.14, 6.98, 362.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846405
(400.14, 6.98, 362.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1782
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.790794
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.710614
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.683002
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.66022
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.63946
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.620679
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.603879
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.589016
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.576057
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.565049
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.555946
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.548723
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.554345
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.61197
(400.14, 6.98, 362.27) (379.81, 1.33, 363.60) (0.81, 2.16, 0.81) Human 9.784147
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514693
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753654
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020199
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310105
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.62656
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.965533
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33409
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740168
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189744
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.689082
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20762
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76822
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39071
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02569
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71822
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32657
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92871
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48721
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53703
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59003
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64627
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70584
„(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76878
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83514
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90505
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97855
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05574
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13667
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.514074
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751724
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017575
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30722
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623407
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961435
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329547
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735138
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184174
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681975
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20381
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77702
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40606
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04087
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73525
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37281
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97931
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60425
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.655
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70904
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76634
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82701
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89105
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95859
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02974
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10448
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18293
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26521
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513594
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751188
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014982
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304442
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.620359
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95745
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.32519
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730317
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178819
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.675129
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20037
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77315
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41643
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05687
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7532
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42086
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03192
Š(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70424
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77775
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83286
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89124
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95305
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01829
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08705
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15946
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23551
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31535
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39883
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513188
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750774
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012486
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301729
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617375
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953588
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320934
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725686
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173651
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.668551
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19732
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76972
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41257
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07187
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.77206
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47066
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08647
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76428
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90537
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96157
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02114
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08416
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15063
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22071
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29442
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37117
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45106
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53489
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512896
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750431
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010089
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299106
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.614521
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949899
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316867
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721165
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.168663
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662281
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19461
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76668
…(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40915
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08345
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78899
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52232
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14306
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82656
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0381
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09549
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15628
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22054
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28834
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35857
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43233
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50983
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59115
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67644
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51268
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750216
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007735
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.296556
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61174
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.946321
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312957
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716869
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.163852
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656255
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19086
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76409
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4062
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09581
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80284
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57896
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20171
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89115
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17608
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2347
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29646
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36069
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42852
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49997
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57514
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65409
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73691
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82376
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512582
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750105
(399.21, 6.96, 362.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007034
