¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.644116
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.340914
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.795806
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01087
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.753
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61639
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74195
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12198
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03703
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39953
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17196
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.607557
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.981358
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.395512
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.856817
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06643
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81739
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69191
ô(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84007
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26776
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25048
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76097
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.628964
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.016482
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.44721
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.918286
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.442884
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88154
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76714
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93775
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4136
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46555
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13355
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.648436
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.038092
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.471323
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.955758
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.500922
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94535
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84209
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03487
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55932
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68221
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.51768
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.667661
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.059434
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.495142
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.982506
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.531165
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0088
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91673
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13135
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72052
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90031
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91374
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.686629
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.0805
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.518662
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.008925
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.567044
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07191
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99096
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22819
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88608
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11958
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.705337
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.101278
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.54187
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.035004
µ(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.61127
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3606
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06677
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33735
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05188
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33995
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.723774
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.121761
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.564754
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.060728
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654932
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41156
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14806
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44596
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21774
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56119
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02143
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.74193
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.141943
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.587306
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.086085
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.698002
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.46188
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23582
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55397
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38356
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78312
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07743
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.759802
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.161809
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.609515
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.111066
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.74045
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5115
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43941
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66124
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53709
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02396
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12427
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.777378
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.181353
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.631368
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.135654
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.782246
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56401
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50212
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76766
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.68633
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28066
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.23495
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.79465
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.200564
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.652856
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.15984
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.82336
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61674
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56399
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87319
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83393
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55709
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.81012
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.811612
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.219435
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.673968
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.18361
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.863763
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66791
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62496
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.87765
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99889
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86331
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.39585
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.828255
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.237953
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.694694
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217168
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.903423
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71824
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69598
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97013
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16956
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1707
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.844573
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.256116
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.715026
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.2507
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.942313
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76769
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77279
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06332
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33864
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47875
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.860555
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.273911
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.734948
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.283522
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.980402
(345.45, 8.26, 312.44) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81621
