¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
À(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501088
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722652
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.951029
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199663
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471261
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780224
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12537
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509074
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.93807
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420781
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.967857
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593004
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3047
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10463
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88302
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2557
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.5657
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.21776
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34093
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.00189
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.36419
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.714861
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.942577
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190462
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461192
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767403
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111136
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493209
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920271
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400713
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945046
Ô(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566784
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27238
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06704
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99747
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45185
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50789
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.14499
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.24633
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.87747
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.21811
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.70715
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.934186
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181292
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451182
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754595
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096944
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477355
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902527
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.380663
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922243
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.54064
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24027
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02965
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95343
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.94303
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45039
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07261
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15239
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.75446
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.07578
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699425
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.925799
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.172149
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441163
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741755
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082721
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.461517
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884738
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360622
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899446
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514505
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20833
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9925
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90969
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05443
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63728
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00065
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.05911
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63285
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.93714
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.691758
ì(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917464
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163067
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.431244
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.728939
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068496
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.445675
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866985
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340617
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876713
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.488417
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17651
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95553
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86622
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00435
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2194
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.92912
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.9665
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.51265
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.80211
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684134
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.909138
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.154004
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421318
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.716117
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.054292
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.429872
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849276
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320612
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854002
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462417
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14491
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91883
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82305
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95455
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33286
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.07306
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87458
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.39383
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.67062
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.676497
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.90088
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144979
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411481
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.703465
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040098
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414058
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.831608
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300661
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.831313
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436449
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11351
è(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88236
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7802
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90497
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27206
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77242
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.78335
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27642
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.5426
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.668906
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.892637
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136026
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401651
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692667
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.025947
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398279
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813895
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280712
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.808713
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410549
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08228
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84614
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73791
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85561
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21159
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89082
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84145
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.16041
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.41799
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661357
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884425
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.127077
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39186
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681962
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011749
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382497
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.796258
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260876
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.786136
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384718
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05128
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81015
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69704
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80649
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15146
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81553
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.67777
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.04579
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.29671
(336.46, 7.64, 372.35) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.653793
