¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ä(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.708041
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26669
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58635
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27134
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3068
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.35325
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.42036
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.39388
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112693
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.38992
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671747
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958589
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272675
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617983
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002414
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471937
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951954
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.494707
Ç(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27079
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05079
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98564
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03352
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20873
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56744
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24533
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32515
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.46101
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.32519
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.29886
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095024
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365203
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644119
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928392
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239542
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.581509
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962775
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42737
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912048
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452855
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22167
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03802
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89727
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98136
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15085
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54861
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17864
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34435
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.36427
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.23484
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.20864
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077337
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.327694
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616732
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.898506
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206765
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.545439
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92337
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.383091
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872601
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410983
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17256
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01393
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8103
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92966
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09311
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5299
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11277
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36448
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.27253
Ì(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.1492
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.12313
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048599
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.290614
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580366
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868886
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174333
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509738
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884303
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.339208
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.833571
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369083
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1235
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93962
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72467
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87556
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03552
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.50254
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04773
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38551
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.18567
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.06819
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.04224
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.014863
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.253975
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.539368
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839571
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142233
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474453
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.84551
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.295672
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79494
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.327201
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07448
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86645
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6404
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.75913
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97806
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44951
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98343
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40744
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.10361
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 19.99171
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.38712
(425.05, 14.69, 247.36) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 23.28614
(425.05, 14.69, 247.36) (389.65, 7.80, 264.86) (2.39, 0.49, 3.68) Tools 23.17438
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981542
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217769
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498676
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.810583
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110447
Æ(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439501
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.807063
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.252525
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753678
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285341
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0241
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74917
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5575
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64381
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92078
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39709
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91999
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37809
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.02625
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 19.91968
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.3174
(425.05, 14.69, 247.36) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.29815
(425.05, 14.69, 247.36) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.2772
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.94859
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.181989
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458245
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781843
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079037
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40498
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.768891
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209719
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70539
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243523
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930593
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6239
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4759
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52954
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86369
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34528
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85733
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30432
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 19.95351
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 19.85203
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.252
(425.05, 14.69, 247.36) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.27529
(425.05, 14.69, 247.36) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.25438
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916008
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.146629
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418157
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747791
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.047972
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370819
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731038
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167294
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657532
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201776
Í(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.838888
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50367
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39557
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41636
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79922
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25961
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79552
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23014
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 19.88531
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 19.78869
(425.05, 14.69, 247.36) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 20.19087
(425.05, 14.69, 247.36) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.25682
(425.05, 14.69, 247.36) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.23592
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.883805
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.11171
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378327
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.70364
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01721
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.337052
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693485
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125256
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610132
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.16005
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748932
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40093
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31659
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30433
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71633
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15126
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7345
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15562
(425.05, 14.69, 247.36) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.07323
(425.05, 14.69, 247.36) (394.59, 7.20, 263.75) (3.47, 0.55, 2.78) Tools 19.04613
(425.05, 14.69, 247.36) (390.05, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 22.4005
(425.05, 14.69, 247.36) (392.09, 7.80, 265.10) (1.74, 0.49, 3.91) Tools 20.76619
(425.05, 14.69, 247.36) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 22.22184
(425.05, 14.69, 247.36) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 24.17053
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.851989
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.077263
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338877
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659882
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.986812
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.303714
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656276
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083594
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.563217
(425.05, 14.69, 247.36) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097583
