¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 8.440275
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.622029
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.632317
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.644125
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.70488
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.185075
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.177213
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.170766
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.165726
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.162088
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.159849
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.159007
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.15956
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.16151
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.164858
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.169608
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.175763
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759393
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.071923
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419148
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799371
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228786
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.701069
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.234801
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.816401
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.567933
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.547606
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.544821
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.551806
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.56028
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.57025
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.581726
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.594721
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.12374
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.115912
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.109485
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.104454
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.100812
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.098558
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.097688
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.098203
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.100101
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.103386
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.108061
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.114129
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759816
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072539
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419828
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799403
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228823
ä(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700164
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.232839
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.813934
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.505607
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.485412
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.486011
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.49272
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.500904
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.510572
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.521734
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.534399
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.064804
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.057007
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.0506
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.045578
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.041934
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.039665
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.03877
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.039247
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.041098
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.044322
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.048925
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.05491
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760098
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072951
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420284
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.799182
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228575
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698961
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.23066
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.811172
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.445724
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.425656
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.429468
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.435915
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.443825
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.453206
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.464068
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.476422
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.008182
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.000416
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.99403
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.989016
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.985371
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.983089
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.98217
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.982612
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.984416
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.987584
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.992118
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.998023
Ï(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.76024
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073159
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420515
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798708
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228044
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.697464
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.228271
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.80811
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.388206
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.37037
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.375122
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.381319
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.388969
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.398077
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.408656
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.962911
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.953799
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.946064
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.939697
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.934692
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.931046
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.928752
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.92781
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.928219
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.929979
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.933093
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.937562
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.943391
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760241
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073165
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.420521
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797981
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.227232
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695671
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.225671
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.804764
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.332973
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.318379
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.322906
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.328867
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.336268
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.345119
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.355426
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.910655
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.901582
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.893876
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.887529
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.882534
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.878885
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.876581
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.875618
Ñ(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.875995
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.877714
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.880775
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.885183
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.890939
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760103
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072968
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419985
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.226135
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.693585
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.22286
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801121
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.279956
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.268444
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.272756
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.278492
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.285659
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.294263
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.304314
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.860497
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.851463
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.843785
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.837457
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.83247
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.828822
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.826507
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.825524
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.825872
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.827552
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.830564
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.834911
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.840599
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.759824
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072567
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.419151
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.795766
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.224755
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.691204
(428.24, 15.02, 245.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.219838
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.250217
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.229087
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.220505
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.224612
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.230135
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.23708
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.24545
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 7.255256
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.812373
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.803377
(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.795727
Ô(428.24, 15.02, 245.61) (444.29, 9.21, 265.68) (6.64, 3.13, 8.23) Truck 6.789417
