¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.008301
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118593
©(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361142
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625055
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.913199
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229034
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576671
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96105
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388248
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865706
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402765
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987959
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65054
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42277
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33226
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36341
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25916
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3918
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18981
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.91437
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.89579
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.88072
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.86915
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.86108
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.8565
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.308413
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.485903
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.67684
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882733
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105348
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346764
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609386
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896098
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210249
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555976
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938124
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362763
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837126
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37054
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.954823
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61281
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36791
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25502
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27089
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18164
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23251
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89156
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.00241
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.98368
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.96849
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.95682
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.94867
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 17.94401
œ(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.298747
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.475549
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.665693
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870684
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.092322
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332645
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59401
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879319
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191857
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.535677
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.91567
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337769
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809164
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.339009
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.922488
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57603
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32405
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1782
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18072
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13228
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07823
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60514
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.09487
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.076
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.06067
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.04889
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.04064
(345.30, 7.14, 365.28) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.03592
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289281
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.465388
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.654757
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.858884
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0796
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318796
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578965
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862852
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173828
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515818
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.893704
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313274
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.781806
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308185
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.890994
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54017
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28689
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10323
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0928
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 11.12388
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 11.08076
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 11.04318
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 11.00999
§(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.98071
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.95503
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.93258
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.91313
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.89674
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279984
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.455438
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.644043
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.847348
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.067077
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305228
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.564212
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846734
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.156117
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496397
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872181
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.289356
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755017
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.278039
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860267
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5052
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25318
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 11.14133
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.97033
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.9274
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.90094
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.87693
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.8554
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.83629
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.81964
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.80532
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.79339
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.78376
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.270876
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.445641
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.633519
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.836007
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.054823
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291957
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549737
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830977
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138853
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477338
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851105
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26593
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728848
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.248546
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.830353
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47343
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2204
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 11.02021
­(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.90352
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.86783
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.84537
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.8253
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.80751
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.79205
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.77888
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.76804
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.75943
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.75311
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.261955
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436064
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623234
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.824921
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.0428
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278954
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535577
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.815493
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121932
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.45869
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.830523
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.243053
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703235
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.219735
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.801209
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44579
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18858
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 11.02662
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.90775
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.87302
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.85357
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.83644
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.82171
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.80923
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.79908
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.79121
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.78567
(345.30, 7.14, 365.28) (342.28, 1.14, 390.20) (0.81, 2.16, 0.81) Human 10.78236
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.253205
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.426667
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.613143
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81403
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.031071
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266216
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521734
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.80038
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105335
(345.30, 7.14, 365.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.440447
