¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.842123
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.83717
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64893
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.63062
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.12509
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.025156
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.184984
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.356416
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.540622
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739149
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.953639
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.186037
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441396
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.729611
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046255
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395669
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785752
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.230688
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731356
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311913
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00819
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83979
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84242
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1174
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79797
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53282
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.4793
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.89265
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.020113
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.17962
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.350611
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.534418
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732468
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946383
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.178208
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.43011
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715736
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.030981
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378832
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.769265
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212202
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710546
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277828
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.96874
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79756
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79192
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04859
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71033
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.92458
Ÿ(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.33124
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.66603
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.015264
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.174399
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.345066
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.528431
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726024
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.939466
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.170661
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.42188
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702204
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01611
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362407
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.753179
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194204
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690214
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.2521
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.930086
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75616
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74249
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.981
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62437
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41305
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.18636
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.44505
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.010623
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.169422
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.339695
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.522696
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719808
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.93278
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.163414
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.414018
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688986
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001595
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.346338
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.737547
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176683
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670475
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.229617
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892227
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71555
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69404
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91464
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54008
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7584
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.04461
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.22841
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.00613
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.164622
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.334558
§(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.517188
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.713902
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.926322
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.156458
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.40644
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678986
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987464
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.330792
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722277
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159626
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651214
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.207797
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.8561
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67576
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64122
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84947
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45743
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65681
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9059
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.0169
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.001822
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.16002
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.329631
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.511847
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.708179
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.920173
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.149795
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.399199
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671045
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973675
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.317475
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707466
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142983
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.6325
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18655
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818813
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62638
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58116
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78549
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37641
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55714
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.0168
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.81067
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.997736
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.155632
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.324891
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.506811
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.702719
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.914264
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.143377
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.392253
­(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663492
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.960252
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304514
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693019
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126014
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.607292
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151096
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783159
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57691
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52234
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72272
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29697
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45941
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43373
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.60961
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.993791
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.151414
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320394
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501952
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697493
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908654
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137282
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385594
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65626
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952248
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290352
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.672439
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.098404
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576251
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.115938
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748306
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52845
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46471
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6611
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21911
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36352
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.94612
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.41354
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.99002
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.147402
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.316101
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497326
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.692525
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903237
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131444
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379264
(439.28, 14.02, 278.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.64829
