¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.924707
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.58703
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37096
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33407
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51421
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.23399
¡(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90488
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.533752
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.629604
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.731549
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.843994
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.96586
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.095196
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.234107
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.383657
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.545077
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.719794
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.913355
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.122705
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.351776
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.603438
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887671
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.19585
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.539419
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911511
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.304513
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78512
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.267916
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.866941
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552538
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32579
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26847
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41353
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.04476
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50957
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.532129
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.627883
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.729723
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.841983
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 3.963512
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.092683
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.231411
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.380755
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.541947
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.716407
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.90948
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.118479
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.347153
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598356
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881301
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188781
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.53153
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90128
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293069
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.766592
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.247
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.838614
¡(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519673
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2826
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20555
(390.78, 12.86, 326.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31684
