¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587914
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.25271
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.22698
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.50165
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.7498
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94102
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88906
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94656
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10161
(401.07, 14.11, 244.13) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 18.08987
(401.07, 14.11, 244.13) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 18.54996
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88499
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.88433
(401.07, 14.11, 244.13) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 18.66716
(401.07, 14.11, 244.13) (385.65, 8.43, 272.44) (1.19, 1.64, 1.19) Tools 18.56921
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.12286
ç(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.349835
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.595662
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862644
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153606
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471893
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.286292
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.184318
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.158745
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.134741
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.112279
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.091334
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.23491
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.20922
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.98563
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.66737
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.97903
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90584
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96168
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10931
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37365
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92639
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8797
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85104
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.126274
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353521
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599653
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866996
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.158374
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477067
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.303103
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.199581
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.173953
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.149896
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.127384
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.106395
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.21915
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.1935
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 10.16996
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 12.05095
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 13.13411
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 13.53561
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97844
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12265
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3791
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90565
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8773
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82134
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.129766
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.357303
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603752
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871423
ì(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.163212
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482406
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.321576
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.216321
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.190631
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.166517
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.143951
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.122912
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.570012
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49549
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.10138
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 11.06286
(401.07, 14.11, 244.13) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 13.34807
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94342
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99592
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14384
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38688
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88742
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87779
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7951
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133335
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361171
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.607936
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875981
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168186
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487849
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.341733
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.234553
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.208798
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.184621
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.161997
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.140903
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.574714
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.10203
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.0787
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.05744
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.18694
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.17689
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.16884
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.22097
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39141
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87169
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8812
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.77233
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.136956
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.365111
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.612204
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880653
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173266
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.493406
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.363595
ø(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.254299
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.228471
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.204226
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.181539
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.160387
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.579453
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.09244
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.08713
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.05972
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.12338
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.11335
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.43589
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.53366
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37927
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.85842
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8875
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.75303
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.14069
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.369148
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616563
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885376
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178458
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499078
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.387187
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.275577
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.249672
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.225355
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.202599
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.181382
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.594585
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.08483
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.09464
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 11.06877
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.12173
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.05254
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.04451
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.86814
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36943
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.84764
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89669
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76277
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144508
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.37323
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.621014
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890247
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183766
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504899
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.412537
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.298409
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.272421
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.248025
ø(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.225197
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.203911
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.617282
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.07919
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.05591
(401.07, 14.11, 244.13) (387.60, 7.25, 266.04) (0.46, 0.64, 3.99) Tools 10.0347
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.49345
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.21581
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.19727
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.18078
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36192
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83931
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.05013
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.04064
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.03525
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.03397
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.03678
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 21.0437
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.148357
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.377414
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.625561
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895178
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189135
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.510785
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.439675
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.322819
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.296741
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.272263
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.249355
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.227997
(401.07, 14.11, 244.13) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 7.641523
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59132
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37436
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24809
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11898
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.578
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.55868
(401.07, 14.11, 244.13) (388.22, 7.77, 266.02) (1.83, 0.66, 3.91) Tools 10.54147
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3688
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.83344
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.93976
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.93031
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.92495
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.92367
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.92646
(401.07, 14.11, 244.13) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 20.93334
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.152325
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381706
(401.07, 14.11, 244.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630177
