¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8499
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246828
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507659
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791722
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.104918
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456062
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85125
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307713
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816038
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.431653
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10276
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94274
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95654
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.11271
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70127
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.48775
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.31605
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97756
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59083
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.86627
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239177
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499342
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782621
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.094927
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.44445
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838247
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290745
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.798315
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409905
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05809
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90212
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89997
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03966
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61367
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.41537
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20914
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89095
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49029
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.7628
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.231499
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.491002
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773495
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.084901
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432766
Ò(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.825161
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.273606
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.780474
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.388058
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03305
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86138
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.84339
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97159
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52594
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3428
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.10396
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80407
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39226
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67006
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.223798
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482641
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.764347
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.074846
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421016
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.811994
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.256303
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.762515
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.364575
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00792
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82052
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7598
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9036
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43819
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2702
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.00037
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70729
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29678
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.60087
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.216073
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.474259
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.755179
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.064764
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.409202
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798748
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.238842
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.74445
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.332605
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.982691
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77957
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70081
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83574
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35038
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16793
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92859
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.61282
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20376
Ã(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56717
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.208325
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465862
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.745994
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.054656
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397326
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78543
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221226
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.726281
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300365
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.957382
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73853
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.65233
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.768
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26257
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05719
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.86429
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52057
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.11148
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53428
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.200561
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.457447
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736792
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044523
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385395
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772041
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204503
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708015
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.267871
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69391
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60381
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.70043
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1748
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94693
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80078
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43048
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03028
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50136
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192778
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.44902
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727577
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034369
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373407
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.758588
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.189451
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.689655
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.245636
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.906547
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63429
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55524
á(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62545
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08709
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85298
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69525
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34782
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95899
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46852
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.184978
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440531
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.718349
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.024198
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.361371
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745071
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.174334
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.671208
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.224685
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.881033
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59979
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50666
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56711
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9995
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76336
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58335
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27799
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88908
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.43571
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177166
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432018
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.709112
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.014009
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349637
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.731495
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.159154
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.65268
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203647
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.855466
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57028
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45807
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50863
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92377
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67376
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47297
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18643
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82052
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.40297
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.169341
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.423491
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.699867
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003808
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.338386
(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.717863
Ö(393.65, 14.80, 307.64) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.143915
