¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ü(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394691
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303514
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.574094
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878029
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215852
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590083
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006942
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473999
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877547
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305183
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.815089
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49254
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98976
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53877
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.770655
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.752854
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.737015
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.723118
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.711151
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.758535
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.934724
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.812709
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040447
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.287173
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.556274
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857824
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193501
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565282
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979268
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442875
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.851632
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.27666
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816842
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49402
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99136
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6322
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.735348
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.717611
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.701827
Ü(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.68798
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.676055
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.71969
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.894432
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.799667
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.025537
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.270957
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.538574
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837708
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.171306
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.540652
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.951725
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.411974
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.826276
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.24872
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.818614
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49627
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99386
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74951
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.702181
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.684503
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.668772
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.654969
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.643085
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.682861
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.856234
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786027
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.010725
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254856
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520985
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817758
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149223
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516145
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924388
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381279
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.801494
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221436
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820465
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49936
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99724
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86925
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.671117
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.653496
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.637813
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.624053
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.612206
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.64801
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.820096
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.772491
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99603
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238864
Û(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503526
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.797876
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127302
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491811
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.897271
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350801
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.777271
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.196509
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.822362
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50323
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00406
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99149
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.642124
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.624554
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.608918
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.595199
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.583385
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.615108
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.78598
(396.68, 14.11, 247.03) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 24.46516
(396.68, 14.11, 247.03) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 24.31732
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.759023
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.981448
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.486187
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.778105
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105497
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.467636
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.870298
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320551
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753626
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198229
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824369
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50793
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10882
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11628
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.615173
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.597651
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.582056
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.568376
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.556594
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.584119
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.753854
(396.68, 14.11, 247.03) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 23.69585
(396.68, 14.11, 247.03) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 23.68869
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.745642
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.966938
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.207257
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469017
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75847
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08383
Ö(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.443632
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843544
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.290515
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730543
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200021
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.826396
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51345
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21557
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24367
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95357
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52155
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.94495
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.53281
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.733478
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.723399
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.985881
(396.68, 14.11, 247.03) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 23.73184
(396.68, 14.11, 247.03) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 23.72468
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.732374
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.952581
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.191623
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.451978
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.738956
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062314
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.41976
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816933
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260766
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707978
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.201892
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828501
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51975
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3244
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36738
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90858
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47931
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.91499
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.50759
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.710183
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 9.700127
(396.68, 14.11, 247.03) (374.38, 9.33, 260.09) (4.57, 3.83, 9.67) Truck 10.47366
(396.68, 14.11, 247.03) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 23.77259
(396.68, 14.11, 247.03) (361.00, 7.78, 260.56) (1.35, 1.29, 1.38) Tools 23.76542
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.719207
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.938309
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.176118
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435061
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.719583
(396.68, 14.11, 247.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.040963
