¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
• (425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.473833
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.335825
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.325055
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.315541
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.307296
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.310889
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.341799
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.412782
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.71301
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.70625
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.70196
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.70016
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.70083
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891922
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190327
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.760655
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.663542
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.629955
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.604491
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.580536
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.558015
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.536956
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.517286
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.499018
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.482127
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.466594
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.452407
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.439534
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.427979
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.417733
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.408785
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.401112
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.407021
(425.26, 14.90, 245.52) (446.31, 8.75, 254.23) (0.81, 2.16, 0.81) Human 6.456483
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.63453
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.62605
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.62003
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.61648
ê(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.61539
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.61676
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.884132
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181792
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.507931
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.866691
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.250772
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675666
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.14858
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678013
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25521
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92545
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6916
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30592
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76929
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.75416
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.7255
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.69943
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.67593
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.65498
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.63657
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.62066
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.60725
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.59632
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.58786
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.58186
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.57832
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.57723
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.5786
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876269
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173188
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498489
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853232
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.235503
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.658734
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.129662
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.656756
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24309
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91169
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67584
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19917
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65408
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.75176
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.72372
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.69828
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.6754
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.65507
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.63727
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.62197
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.60916
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.59884
ç(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.59098
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.58558
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.58265
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.58216
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.58413
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868302
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.164538
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48895
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839376
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220269
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.64178
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11075
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63553
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22658
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89714
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66008
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09537
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54214
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.77475
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.74667
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.72118
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.69827
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.67834
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.66117
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.64651
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.63435
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.62467
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.61747
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.61273
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.61045
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.61063
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.61326
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860288
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.155754
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479311
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.825531
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.204947
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62482
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.091814
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614267
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20257
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86976
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60686
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0239
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4571
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.86022
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.83265
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.80769
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.78531
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.7655
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.74822
â(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.73348
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.72124
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.71151
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.70426
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.6995
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.69721
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.6974
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.70006
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852193
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.146918
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.468406
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.811662
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189644
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60782
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.072869
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.593012
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17853
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84241
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54088
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97511
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40458
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86863
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.96912
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.9449
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.92329
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.90426
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.88779
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.87388
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.86249
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.85363
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.84729
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.84346
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.84213
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.8433
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 12.84698
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844071
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137999
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.455781
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797761
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174299
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590828
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.053911
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571754
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1545
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81507
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47605
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92782
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35375
(425.26, 14.90, 245.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.8138
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.22556
(425.26, 14.90, 245.52) (453.22, 9.03, 254.33) (2.56, 2.61, 2.56) Tools 13.203
