¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
­(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734337
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563813
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.974545
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355014
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.862482
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43418
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09441
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.77368
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57463
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37351
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79618
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24927
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.103145
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.275786
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.446662
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.630111
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.843229
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.036728
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.244017
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.508998
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.752993
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.073741
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370775
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.767816
¶(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.108128
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.600114
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.026377
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.411466
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.892945
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47815
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13317
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8356
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90905
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30058
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71934
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16819
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.103502
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.276792
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.44774
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631267
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.844766
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041267
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247529
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518275
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.763014
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085275
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.387202
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.787227
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.132503
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.62311
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079763
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.469638
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.924463
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52358
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17865
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89964
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90902
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30053
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71932
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17249
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.103953
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.278001
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.449034
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.632657
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846469
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.046166
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252603
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52798
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773499
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092463
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.4042
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.798458
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.163561
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643981
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.132678
¿(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.529572
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.962114
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57049
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23167
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96583
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91112
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30279
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72171
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2077
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77957
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.104503
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.279411
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.450545
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.634279
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848341
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051426
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.258251
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.536801
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784449
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099921
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421765
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.810029
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.195519
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.665374
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.176276
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.591311
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02973
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61891
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28643
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03423
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91539
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3073
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72652
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24564
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82064
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.105149
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.281025
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.452273
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.636134
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.85038
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.057049
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264288
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541278
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.795869
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.107646
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439911
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.821941
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228393
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.687294
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.221017
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654898
Ä(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09942
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66885
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34295
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10489
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92174
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3141
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75385
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28634
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86474
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.105893
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.282841
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.454217
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.638221
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.852585
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063035
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270716
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.545964
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.80776
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115637
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.458638
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.834195
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.262194
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.709743
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.266923
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.720376
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17122
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72035
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40126
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5129
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9303
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32318
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79418
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.32988
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91188
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54632
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.106732
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.284859
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.456378
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.640541
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.854956
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069385
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.277535
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550858
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820125
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.123898
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.477949
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846792
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.296936
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732723
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.311507
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.787795
Æ(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2452
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76378
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46142
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4463
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94101
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3395
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83716
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37627
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96212
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58784
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.107668
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.287078
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458755
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.643093
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857496
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0761
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284746
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555964
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832964
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132425
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.497853
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.85973
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.328476
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.756237
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.338308
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.857203
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32142
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83373
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52344
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38219
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89492
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38187
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84476
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34002
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87505
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45466
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.108702
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.289501
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.461351
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.645879
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.860203
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08318
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292353
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561276
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.846282
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.141222
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.51809
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873013
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343431
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.780291
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.365733
Ç(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.928649
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39992
(398.75, 14.70, 310.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9204
