¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(345.70, 6.92, 371.43) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 20.11298
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48988
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17352
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87634
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68942
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4842
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16266
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86911
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26859
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68949
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65099
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.910217
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191936
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531513
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916982
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345687
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.809085
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.286181
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86129
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49422
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13699
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82258
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62791
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45911
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13489
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87576
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17539
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.87784
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649523
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908643
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.190258
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524922
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909635
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33756
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816228
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305257
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882905
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46217
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10083
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78442
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56721
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43516
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10846
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85581
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00278
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.06862
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648123
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907123
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188571
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518241
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902225
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.329256
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806895
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325609
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866633
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43049
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06505
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75148
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50736
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41239
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08327
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82783
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.10471
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.19607
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.22099
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.2505
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.28463
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 23.32342
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646726
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905631
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186967
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511421
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894648
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.320807
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.797418
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.332219
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83862
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39911
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02964
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71903
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46549
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3467
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05938
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03671
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22752
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.83087
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.85105
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.87554
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.90436
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.93753
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.9751
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.0171
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 22.06356
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.645384
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90417
ª(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185369
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504459
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886951
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312202
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.787777
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307737
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.810899
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3681
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99461
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68714
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42926
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27966
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03673
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5107
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.05729
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.0222
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.99132
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.9646
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.94203
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.92359
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.90924
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.89899
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 20.89283
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.644062
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.902726
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183784
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497371
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879085
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303445
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.775089
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.283232
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793915
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33735
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95995
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65573
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39368
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23412
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41441
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73889
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.19666
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.16134
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.13025
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.10336
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.08064
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.06207
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.04763
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.03732
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.03111
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648559
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901323
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.182267
¬(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.490203
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871109
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.29457
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753314
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.258771
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.780135
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31008
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92573
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62484
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35866
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19414
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84794
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88376
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.27679
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.24134
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.21013
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.18314
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.16033
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.14169
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.1272
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.11684
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.11061
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661882
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903209
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180786
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486955
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.863049
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282194
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731562
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234329
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.766582
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29498
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89183
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58743
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32422
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.39592
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30788
(345.70, 6.92, 371.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02948
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.36171
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.32611
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.29478
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.26768
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.24478
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.22607
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.21152
(345.70, 6.92, 371.43) (317.61, 1.22, 347.87) (7.66, 2.69, 3.36) Cabin 21.20112
