¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(328.71, 7.28, 378.99) (331.05, 1.37, 355.25) (0.81, 2.16, 0.81) Human 8.016516
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.65664
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.6382
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.62303
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.61113
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.60247
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.59706
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.59489
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52082
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.791537
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.087155
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411142
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.767806
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162207
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60055
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090525
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641699
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2581
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89016
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61352
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44803
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70903
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05581
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28889
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.72028
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.6952
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.67343
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.65497
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.63979
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.62788
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.61922
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.61381
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.61163
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52052
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790827
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.086358
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410297
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766861
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161121
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599378
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.089213
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63654
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25063
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89113
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58667
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41711
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63748
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02328
§(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18246
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.7404
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.7153
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.69351
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.67503
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.65984
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.64791
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.63924
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.63383
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.63166
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520649
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.790014
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085489
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40935
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.76582
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.159988
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.598094
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.087622
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629873
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24313
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89234
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56353
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38644
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56608
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93351
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07813
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.76385
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.73871
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.7169
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.69839
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.68318
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.67124
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.66257
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.65715
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.65498
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520803
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78921
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.084611
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408356
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.764733
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.158783
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.596758
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081684
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623205
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23556
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89384
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5652
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35613
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49479
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84538
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97581
¦(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.79063
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.76546
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.74362
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.72509
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.70985
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.6979
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.68922
(328.71, 7.28, 378.99) (327.49, 1.25, 347.61) (1.45, 2.50, 0.40) Cabin 16.68379
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.68162
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520933
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788356
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08365
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407312
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763576
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.157517
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.595327
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075707
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.61647
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2279
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89556
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56712
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3295
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4195
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70593
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8755
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.82078
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.79556
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.77369
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.75513
(328.71, 7.28, 378.99) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.73988
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.72791
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.71921
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.71378
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.71161
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521055
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.787414
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082657
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.406236
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762405
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156169
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593821
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.06973
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609721
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22022
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89749
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56933
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.332
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29859
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56053
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77716
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.85432
­(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.82906
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.80715
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.78856
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.77328
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.76129
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.75259
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.74715
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.74499
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521168
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786462
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.081622
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405087
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761112
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154774
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592287
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069981
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.602902
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21251
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89966
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57178
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33482
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17717
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41783
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6807
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.89129
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.86598
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.84403
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.80215
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.78686
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.77487
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.76616
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.78393
(328.71, 7.28, 378.99) (326.04, 1.25, 348.01) (1.46, 2.50, 0.44) Cabin 16.78176
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.521286
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785486
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.08053
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403893
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.759802
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153336
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590664
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.070168
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598839
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20469
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8981
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57454
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32079
(328.71, 7.28, 378.99) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04274
