¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ó(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676939
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302985
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.64782
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028482
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.636642
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.38432
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.306051
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.269784
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.2466
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.225044
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.205075
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.186658
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.169802
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.154461
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.140646
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.128332
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.117494
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.108149
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.100255
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.093827
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.088844
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.092673
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.124535
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.196139
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.388162
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696635
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981066
Ñ(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294022
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.637953
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017526
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.453102
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.432055
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.341016
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.301228
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.279356
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.259117
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.240451
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.223384
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.207874
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.193925
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.18149
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.170597
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.161209
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.153314
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.146914
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.142028
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.138622
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.143768
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.181849
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.275868
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691562
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.973923
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285022
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.628006
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006688
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.441918
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.590517
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.421687
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.369831
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.349342
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.331152
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.314636
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.299801
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.286588
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.27502
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.265107
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.256813
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.250163
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.245164
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.241826
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.24016
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.240182
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.249817
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.314933
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686377
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.968291
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276506
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.618012
õ(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.996533
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.4306
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.916327
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454218
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.531681
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.506082
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.497236
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.491974
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.49134
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.498314
(337.04, 7.72, 345.72) (340.34, 1.35, 322.54) (0.81, 2.16, 0.81) Human 7.535125
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25435
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25314
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.66765
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.89215
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39169
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.21107
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.681202
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.962625
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27028
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.607949
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.986219
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419104
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903432
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443602
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01063
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55208
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05823
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50812
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02404
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.708
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47727
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33899
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.31242
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72745
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.88718
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.50079
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.31446
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.97883
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67593
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.956879
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.264004
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601061
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975832
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.40748
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.890345
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.432893
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.993096
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53254
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06725
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51789
ß(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05051
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73767
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51071
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.42557
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.22234
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.78833
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.95453
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.55285
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.42089
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71781
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.670638
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951103
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257649
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.594058
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.962155
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.39572
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87715
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.419132
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975821
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5133
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07713
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52864
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0778
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76822
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54516
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48065
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.13348
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79264
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.02787
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54975
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.53044
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.46265
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665269
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.945259
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251283
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587017
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952941
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.381213
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863821
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404041
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958798
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49433
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08786
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54031
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10582
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79966
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58064
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52149
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06614
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84452
(337.04, 7.72, 345.72) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10343
