¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9231
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.15505
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59334
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91181
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.21477
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884488
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067976
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.264535
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47556
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703369
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924123
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140233
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.371749
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.620318
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.887826
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.676843
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.157583
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624933
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10578
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5577
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00445
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78098
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17849
É(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25954
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11884
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.17181
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4783
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2996
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.65059
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.01736
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40084
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.75848
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.16548
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884675
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068175
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26475
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47579
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702896
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927042
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14335
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.375084
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623895
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.891672
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.604069
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.076366
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568494
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02729
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46697
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94922
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7337
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11318
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20245
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04405
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00162
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22878
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17603
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52304
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88563
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.26468
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73264
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.14884
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88508
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.068608
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265212
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.476286
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.703431
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.930439
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146976
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378963
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.628055
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.170052
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.53286
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996933
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.513445
Ö(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.946505
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37879
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85258
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68579
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.0472
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14801
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97167
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68203
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98827
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00427
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40116
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75974
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.17486
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.64472
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.13705
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.885701
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.069272
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265923
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477049
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.704253
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.934314
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.151112
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.38339
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89498
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124164
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463127
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919236
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429216
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867935
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29307
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75869
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6374
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9806
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09615
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.90174
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37492
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.75637
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.74936
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.28475
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.66931
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09674
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.55898
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.0966
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886539
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070168
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.266883
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.478079
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.70536
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.938667
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.155761
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.640249
å(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853015
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07958
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394901
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843243
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344157
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791519
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20979
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66752
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58848
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91331
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04687
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83813
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.201
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48475
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50381
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19382
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59889
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02365
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4785
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01242
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.887595
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.071297
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.268092
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.479376
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.706757
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.943501
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160922
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601793
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.812234
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036294
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328127
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768963
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.255092
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629135
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12881
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.579
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53909
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84553
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00534
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78694
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04181
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15737
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26726
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.09796
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5332
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.95545
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.40319
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93371
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.888868
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.072657
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269548
ê(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.48094
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708439
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948814
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378675
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564376
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.772603
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99422
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.262734
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696309
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143417
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.454235
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05013
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49301
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48924
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77714
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96647
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73845
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88787
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86776
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.03935
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8863
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.4722
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.89213
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33303
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.86034
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.890358
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.074249
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.271254
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482772
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71041
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18991
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355083
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529518
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734099
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.953384
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.198749
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625258
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.035357
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.338466
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.943544
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40952
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43894
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70827
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.93009
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69272
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.73896
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.7278
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81969
(327.45, 6.95, 329.28) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61821
