¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ü(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.130708
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.478104
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.663636
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.857726
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.066833
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282393
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.490407
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714007
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.955001
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087848
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877789
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840902
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04082
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57681
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14584
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71393
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55274
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4789
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42891
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2913
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06692
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48016
õ(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82212
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.200558
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.330311
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.480433
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.919637
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.08398
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.260721
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.451291
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646686
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.839501
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047215
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250926
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456728
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677908
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.916125
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.820363
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872972
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.834955
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03335
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56706
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13469
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69776
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53103
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39791
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21935
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.1397
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87463
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41087
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79038
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.206502
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.328524
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.47851
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.898498
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.061282
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.236327
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424978
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.628881
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.821821
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.028206
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220328
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.424025
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642815
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.878436
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132807
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868197
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829086
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02591
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55741
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12546
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68371
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51126
÷(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31271
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04588
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99383
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68982
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27181
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.75384
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.212739
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.326863
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.727356
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.877748
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.039052
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.21242
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399235
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.601061
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.804715
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002531
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.190665
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.39226
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.60879
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841866
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093426
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863408
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823244
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01855
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54785
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11819
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67174
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44029
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22438
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9644
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85356
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51211
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13843
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61341
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.219271
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.32533
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.708344
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.857442
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.017237
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.189005
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374026
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.573861
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78811
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.975542
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.161876
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361476
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575792
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.806437
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05526
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858695
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817408
…(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0112
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53834
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11281
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66564
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36397
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13952
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88654
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71867
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.34132
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9729
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47883
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.226097
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.551532
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.689711
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.837503
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.995907
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.166091
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.349379
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.547222
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.761485
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.949327
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.133923
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331633
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.543845
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772105
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018284
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854031
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811636
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00395
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52891
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10938
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66191
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29069
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05808
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81217
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58955
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17714
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79663
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.34992
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.447356
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.535509
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.671464
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.817984
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.974988
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.143667
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325194
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.521172
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.731408
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923918
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106853
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.302714
…(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.512843
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.73885
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.982499
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.849373
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805931
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99675
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51956
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10787
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66024
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22321
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9799
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74126
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49452
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01933
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62732
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22647
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.436074
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.523685
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.653534
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.798852
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.954532
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.121675
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.301586
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.495674
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.687296
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.840104
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080588
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.27466
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.482833
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.706611
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94782
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.400578
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800261
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98961
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51028
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10827
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72578
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27682
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90497
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67381
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39246
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.94837
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46466
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1084
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.425215
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.512343
(327.94, 7.21, 325.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.635993
