¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60877
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.323093
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.623296
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964209
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.357554
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.76652
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227859
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.712966
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22999
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79955
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45474
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.24376
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19773
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37044
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56586
ì(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.07546
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.34295
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.98939
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.20706
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.440584
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693651
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.980501
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.294522
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.58511
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.922387
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320029
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.725108
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190744
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.671741
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19116
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73366
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42082
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23123
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.21238
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40688
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60762
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.10499
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.3769
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.971356
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187597
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418542
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670051
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954727
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.266265
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.547541
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.881259
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.275317
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684414
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.154343
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.631322
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15326
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69026
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38781
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21957
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22797
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4443
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65132
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.11883
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.41171
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.953525
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.168357
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.396796
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.646701
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929237
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238332
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510584
ë(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840824
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.229285
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.644434
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.113019
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.591706
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1163
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.64919
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35572
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20877
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2445
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48295
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.69697
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.13152
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.44741
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.935895
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149342
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37534
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.623604
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.904028
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.209349
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474232
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.801068
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.183567
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.605162
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.065096
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552886
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08026
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60916
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32453
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19883
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26198
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52283
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7446
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.14511
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.48399
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.91847
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.130549
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.354176
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600759
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.879105
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.178568
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.438484
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76199
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.138169
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.566587
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.017622
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.514849
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04512
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57015
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29424
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18975
é(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28041
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56395
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79423
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.15959
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.52145
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901248
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.11198
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.333303
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578167
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854465
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.148437
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40333
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.723579
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.0931
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.528707
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.970593
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.477593
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.00874
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53216
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26483
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.18153
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2998
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.60633
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84589
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.17498
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.55979
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.884231
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.093638
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.31272
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.555829
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830112
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118947
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368766
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.685829
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.048365
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.491512
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924017
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.441105
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965886
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49516
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2363
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17417
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32016
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64965
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.89961
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19128
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.59902
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.867419
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.07528
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292431
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.533747
í(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.806042
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.090093
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336626
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.648735
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003969
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.454998
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.877892
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.405383
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923827
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45916
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20865
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16765
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34147
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.694
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.95541
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.20849
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63914
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850812
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056721
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.272429
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.511919
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782258
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.061866
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306288
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.612288
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.959915
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419156
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.834929
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.370415
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.882548
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.42414
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18187
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.162
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36376
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.73951
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.01332
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.2266
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.26866
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834414
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.038428
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252719
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.490348
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75876
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.034261
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.276629
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.576487
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.916215
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.383985
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.796085
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.336197
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.84205
ó(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39009
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15595
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15719
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38702
(327.42, 7.23, 328.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78618
