¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
™ (422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.244889
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.06391
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.041595
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.020613
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.000942
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.982563
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.965455
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.9496
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.934984
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.921591
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.909408
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.898422
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.411098
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.159146
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.679975
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.66906
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.660139
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.653216
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.64827
˜ (422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.645294
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.651157
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.710102
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.919607
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.037151
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.149776
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.120629
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.092939
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.066676
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.04181
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.018317
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.99617
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.975346
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.955824
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.937582
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.920602
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.904867
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.89036
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.877069
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.864976
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.854073
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.437459
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.19208
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.64769
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.634844
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.623992
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.615096
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.608182
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.603199
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.607351
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.658151
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.798025
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.038229
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.163748
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.12492
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.087759
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.052218
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.018257
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.985835
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.954916
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.931903
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.912523
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.894413
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.877557
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.861936
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.847535
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.83434
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.822335
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.849079
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.464235
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.225567
• (422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.663674
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.648993
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.636315
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.625593
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.616849
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.610089
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.61361
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.665432
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.811049
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.039428
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.252612
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.302553
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.264032
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.227186
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.191971
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.158347
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.126272
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.095713
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.066634
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.039003
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.012789
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.987965
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.964502
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.942377
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.921565
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 5.902045
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.491427
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.259609
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.736171
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.718631
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.703188
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.689832
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.678504
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.669228
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.672909
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.737071
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.05235
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.040758
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254051
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.484255
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.452157
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.413901
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.377332
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.342408
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.309086
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.27733
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.247105
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.218375
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.19111
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.165279
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.140856
ı(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.117813
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.096127
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.075773
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.519041
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 10.02581
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.968866
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.930346
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.899285
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.873354
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.851489
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.833049
(422.97, 14.95, 246.48) (404.34, 8.29, 256.58) (0.81, 2.16, 0.81) Human 9.840618
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.99501
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.99783
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04221
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.255616
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485946
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.653313
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.613529
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.575493
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.53916
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.504486
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.471434
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.439965
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.410044
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.381638
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.354716
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.329249
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.30521
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.282573
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.261314
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.547074
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41692
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63977
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87291
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11695
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37258
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6405
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.42273
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.03241
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.93923
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.94205
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043772
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.257269
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.487754
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.737211
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.827402
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.787772
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.749908
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.713765
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.679303
ç(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.646482
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.615265
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.585617
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.557508
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.530904
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.505779
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.482107
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.459859
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.575534
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34942
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58612
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83407
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0802
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33447
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60098
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91802
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.89389
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.88745
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.89027
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04543
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.259075
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489695
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739313
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01733
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 7.015676
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.976145
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.938401
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.902401
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.868105
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.835474
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.804473
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.775065
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.747221
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.72091
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.696103
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.672775
(422.97, 14.95, 246.48) (405.05, 7.67, 253.29) (1.64, 1.43, 1.67) Tools 6.650901
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26326
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.49676
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74132
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9977
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26666
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54907
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84251
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76083
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.83961
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.84243
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047239
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.261011
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.491794
(422.97, 14.95, 246.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74159
