¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82886
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.27462
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.23275
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.27693
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.41423
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.796572
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018824
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260067
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.52278
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81314
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.137513
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.498756
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900517
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349486
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853169
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.477866
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.22581
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67856
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39892
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76665
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37355
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60005
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.48984
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.95302
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.03186
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.0077
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.07293
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.05866
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.04979
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.1037
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.1947
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.29309
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797087
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019382
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260674
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523441
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.815856
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.140527
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.502442
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.904624
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.354091
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.856902
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.490114
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24011
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65109
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41098
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59239
ç(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08311
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5308
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.57807
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.25719
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.25465
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.83824
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.81949
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.88553
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.87533
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.86045
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.91479
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.00437
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 22.10114
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.797641
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.019982
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.261325
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.524153
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.818597
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.14387
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506148
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.908754
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358718
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.860682
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.502194
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25422
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03607
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42324
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53581
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79973
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46362
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59517
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26727
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 23.80203
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.65524
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.63865
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.70353
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.69914
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.67854
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.73327
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.82152
(324.10, 7.21, 396.58) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 21.91674
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.798235
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.020625
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.262026
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525676
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821362
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.147233
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.509874
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.912906
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.363373
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.864853
Ü(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.5141
(324.10, 7.21, 396.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26813
