¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676075
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52229
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 12.20187
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.81532
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.67056
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.64994
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.64769
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.6537
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.549192
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.696742
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.855161
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.027044
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.212878
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.413819
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.629882
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865728
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126022
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411344
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.724489
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072733
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.456864
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.879748
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.354056
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.893036
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.510098
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.21846
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.04519
§(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00528
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.12027
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46668
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 12.24421
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.85593
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.70265
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.67416
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.67199
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.67802
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.54388
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.69105
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.84905
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.020453
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.20576
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.406009
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.621404
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.856411
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115826
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400105
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.712091
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.058913
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.441459
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.862734
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.334813
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.871572
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.485276
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19012
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01298
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96846
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07625
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41314
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 12.28948
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.90529
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.74663
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.71676
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.70984
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.71411
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.538723
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.685526
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.84312
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.01405
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.198847
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.398429
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613177
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.847362
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.105923
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389199
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.700057
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.045499
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.426527
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846265
›(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.316173
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.85081
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.461249
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16271
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98176
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93241
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.03388
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36163
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 12.33774
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.96039
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.81683
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.78899
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.77798
(419.76, 8.53, 364.13) (390.64, 1.96, 358.92) (8.13, 2.81, 6.71) Truck 11.79465
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.533722
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.680171
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.837372
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.007838
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.192139
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.391082
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.605202
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838578
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.096312
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378619
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.688387
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032485
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.41207
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.830338
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298137
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830748
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.438014
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13622
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95164
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.89732
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99314
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31213
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.93264
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.18593
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.16005
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.528879
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.674984
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.831804
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.001813
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.185634
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.383965
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.59748
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83006
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086993
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.368369
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.677083
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.019875
ƒ(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.398082
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814947
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.280697
(419.76, 8.53, 364.13) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.811378
