¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¨(330.50, 7.32, 373.22) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700633
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.395542
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.793762
(330.68, 7.36, 372.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47973
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.011631
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.009257
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.007862
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.007442
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.008
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.009535
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.563136
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.531391
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.504963
â(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.47985
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.456024
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.436681
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.312425
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.292941
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.274624
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.257455
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.241415
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.226489
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.402237
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.845599
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.094282
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.37531
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.766348
(330.68, 7.36, 372.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.25056
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.014976
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.0126
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.011204
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.010785
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.011342
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.012877
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.561593
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.528497
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.501823
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.476724
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.452911
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.434944
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.317009
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.297508
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.279175
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.261991
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.245938
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.230999
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.389171
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.830265
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.099542
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.355215
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.739137
(330.68, 7.36, 372.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.26912
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.022663
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.019304
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.016926
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.015528
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.015109
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.015667
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.017204
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.561159
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.528067
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.499757
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.474668
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.451861
Ş(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.43425
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.322639
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.303118
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.284765
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.267563
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.251493
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.236538
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.376173
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.815018
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.106001
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.335253
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.71213
(330.68, 7.36, 372.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.28766
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.027982
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.02462
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.02224
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.020841
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.020422
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.02098
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.022518
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.561835
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.528738
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.499013
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.474038
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.452209
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.434596
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.32932
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.309775
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.291399
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.274176
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.258086
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.243113
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.363247
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.799862
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.113668
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.315432
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.685331
(330.68, 7.36, 372.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.30618
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.03865
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.034295
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.030928
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.028545
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.027145
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.026725
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.027284
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.028825
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.563621
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.53172
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.502264
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.477221
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.455697
İ(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.43625
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.337061
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.317486
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.299085
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.281837
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.265723
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.250728
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.350396
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.784798
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.12255
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.295752
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 7.658739
(330.68, 7.36, 372.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32466
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.045969
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.041608
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.038237
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.035851
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.034448
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.034028
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.034587
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.03613
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.570583
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.537549
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.507606
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.481478
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.460697
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.442981
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.345866
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.32626
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.307828
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.290551
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.274412
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.259392
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.337618
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.769829
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.132656
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.276217
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 6.952945
(330.68, 7.36, 372.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.34311
(330.68, 7.36, 372.45) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.43924
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.054296
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.049929
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.046552
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.044162
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.042757
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.042335
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.042896
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.044442
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.579555
(330.68, 7.36, 372.45) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 5.546614
